strategy,phase,date,ticker,result,return,hold_days,gc_gap,gc_approach,gc_slope,adx,breakout20,relative_strength,volume_surge,atr_ratio,vol,rsi
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2021-12-17,6902.T,WIN,8.71879842294877,1,7.622910133471361,False,1.7194244252699995,24.522202817889177,-0.0964285453034841,0.0684392968411795,1.3688281645340852,2.2046996057371926,1.625331853659434,70.05126389615992
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-01-06,9532.T,LOSS,-1.5678193040216781,1,-0.9738945006782056,True,0.7310272687130359,13.560241856152274,-0.5128314108656662,0.0389043464407071,1.0340945177401195,1.4896851908217177,0.944557980090975,60.91851835361352
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-01-12,1605.T,WIN,10.237351768777325,1,4.652939739409555,False,2.604599677441044,20.329522476070277,5.528620995218336,0.1041252339825821,1.4804594572019885,2.584337942194333,1.9965508016231155,70.73394229933072
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-01-18,8308.T,WIN,7.9175195450856055,1,3.673556686288352,False,3.314078486983707,35.23371505925684,-1.8809516029105853,0.0148321763593206,1.2861707212058977,2.0043798862714013,1.8502482565912777,74.11499856700965
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-01-27,6988.T,LOSS,-2.884385577290738,1,4.07830091972926,False,0.1256457901623209,16.484312180532683,-11.351357517565164,-0.0219811472599393,2.035904133443314,2.8641341144888184,3.00459878943631,32.38420581751467
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-02-02,3099.T,HOLD,9.099235756950032,1,3.5077705623259194,False,2.034296936886859,19.35971299148559,3.53982171499152,0.0359071672075099,1.8188178192184208,2.835057605938962,2.3040983199627845,66.35915960758615
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-02-03,9101.T,WIN,18.630694950391636,1,8.46191044128146,False,0.6817375533218151,26.0006215763349,-5.52712019970778,0.111385018465602,1.9786036396200464,4.682673737597906,2.7370911465951995,57.69880191424488
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-02-04,9101.T,WIN,18.181125574847798,1,8.589400484941416,False,1.2886723043757042,25.527429599728357,0.307067063785249,0.153675044390223,1.416334253527665,4.570281393711953,2.2091956594697395,64.90684647604336
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-02-07,8354.T,WIN,9.964365040999235,1,7.039974770238154,False,3.3047332262685414,29.11211520670357,2.6429635436889143,0.0475025129885267,2.017202511942461,2.5160912602498087,1.5566946256601428,70.97371185344763
UP35_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,2022-02-08,7011.T,WIN,10.135583119005988,1,6.62785115357132,False,3.1571486782793867,26.569148460134,1.0906812574761338,0.0662075045060965,1.4436945680413296,2.558895779751495,1.55275725220261,68.61145771103374
