strategy,phase,signals,avg_return,avg_gc_gap,gc_approach_ratio,avg_gc_slope,avg_adx,avg_breakout20,avg_relative_strength,avg_volume_surge,avg_atr_ratio
UP20_SCORE70_NIKKEION_TP3.5_SL1.0_H1,VALIDATION,36,3.206008834878049,6.045794998368681,0.0,2.4094422696793565,29.589122796156865,0.3400294980034262,0.053770676695372624,1.381921589294334,2.6712819517793265
UP20_SCORE70_NIKKEION_TP4.0_SL1.0_H1,VALIDATION,36,3.7775192186015607,6.148729456806816,0.0,2.439754525357104,29.759559562252296,0.2137714666663296,0.054162250051938116,1.3759359825860558,2.7288088408060633
UP20_SCORE80_NIKKEION_TP3.0_SL1.0_H1,VALIDATION,21,4.240939607416106,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP3.0_SL1.25_H1,VALIDATION,21,4.241941103086752,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP3.0_SL1.5_H1,VALIDATION,21,4.158970981802227,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP3.0_SL1.75_H1,VALIDATION,21,4.076995941376852,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP3.5_SL1.0_H1,VALIDATION,21,4.785521574951815,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP3.5_SL1.25_H1,VALIDATION,21,4.786523070622461,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP3.5_SL1.5_H1,VALIDATION,21,4.7035529493379356,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP3.5_SL1.75_H1,VALIDATION,21,4.621577908912561,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP3.5_SL2.0_H1,VALIDATION,21,4.54058003181861,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP4.0_SL1.0_H1,VALIDATION,21,5.330103542487524,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP4.0_SL1.25_H1,VALIDATION,21,5.331105038158169,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP4.0_SL1.5_H1,VALIDATION,21,5.248134916873645,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP4.0_SL1.75_H1,VALIDATION,21,5.166159876448269,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP20_SCORE80_NIKKEION_TP4.0_SL2.0_H1,VALIDATION,21,5.08516199935432,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE70_NIKKEION_TP3.5_SL1.0_H1,VALIDATION,36,3.206008834878049,6.045794998368681,0.0,2.4094422696793565,29.589122796156865,0.3400294980034262,0.053770676695372624,1.381921589294334,2.6712819517793265
UP25_SCORE70_NIKKEION_TP4.0_SL1.0_H1,VALIDATION,36,3.7775192186015607,6.148729456806816,0.0,2.439754525357104,29.759559562252296,0.2137714666663296,0.054162250051938116,1.3759359825860558,2.7288088408060633
UP25_SCORE80_NIKKEION_TP3.0_SL1.0_H1,VALIDATION,21,4.240939607416106,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP3.0_SL1.25_H1,VALIDATION,21,4.241941103086752,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP3.0_SL2.0_H1,VALIDATION,21,3.995998064282902,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP3.5_SL1.0_H1,VALIDATION,21,4.785521574951815,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP3.5_SL1.25_H1,VALIDATION,21,4.786523070622461,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP3.5_SL1.5_H1,VALIDATION,21,4.7035529493379356,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP3.5_SL1.75_H1,VALIDATION,21,4.621577908912561,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP3.5_SL2.0_H1,VALIDATION,21,4.54058003181861,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP4.0_SL1.0_H1,VALIDATION,21,5.330103542487524,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP4.0_SL1.25_H1,VALIDATION,21,5.331105038158169,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP4.0_SL1.5_H1,VALIDATION,21,5.248134916873645,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP4.0_SL1.75_H1,VALIDATION,21,5.166159876448269,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP25_SCORE80_NIKKEION_TP4.0_SL2.0_H1,VALIDATION,21,5.08516199935432,6.199155934981522,0.0,2.2995043778158246,30.53294763010934,0.8603664051797819,0.058779760564459264,1.5180136716490866,2.5989600853998063
UP30_SCORE70_NIKKEION_TP3.5_SL1.0_H1,VALIDATION,35,3.3703856763604647,6.147003702558751,0.0,2.3949012131461473,29.406086543956032,0.3475424438237165,0.054539876163878544,1.4035215591196315,2.675930868910352
