strategy,phase,date,ticker,result,return,hold_days,gc_gap,gc_approach,gc_slope,adx,breakout20,relative_strength,volume_surge,atr_ratio,vol,rsi
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-08-21,3697.T,HOLD,7.739132095404256,5,,,,,,,,3.976595519280749,1.6810005539197108,66.14204296041672
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-08-24,7974.T,LOSS,-2.156356329442788,1,,,,,,,,2.099530150582855,1.8732974785220369,83.75444546210949
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-08-25,6770.T,WIN,14.37431046576433,1,,,,,,,,3.61857761644108,1.594240301311198,67.7584851947432
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-08-27,6326.T,WIN,8.68945032803047,1,,,,,,,,2.1973625820076155,1.5941472907353522,78.80095876596425
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-08-28,4689.T,LOSS,-3.613155411132063,1,,,,,,,,3.6410719265425864,1.5445951611808348,63.04997918048991
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-09-01,8031.T,LOSS,-2.2989951550343224,1,,,,,,,,2.2484382021638565,1.6526504351144229,79.79617411463315
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-09-02,3697.T,HOLD,7.234043204066254,5,,,,,,,,3.858667939704626,1.670376140663254,65.99971576127214
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-09-09,8331.T,LOSS,-2.4992011036827466,1,,,,,,,,2.458177730933797,1.8777498819259737,73.74998184266562
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-09-16,6902.T,WIN,7.331594387906615,1,,,,,,,,1.8578985969766555,1.5192728496886043,69.79348224514767
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-09-18,3697.T,LOSS,-3.7723915270525543,1,,,,,,,,3.8123976970568205,3.5394190871369293,70.12776263497008
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-09-30,5631.T,LOSS,-4.115724270949416,1,,,,,,,,4.183731387717312,2.0444886974465537,66.53599394211761
UP25_SCORE70_NIKKEIOFF_TP4.0_SL1.0_H5,VALIDATION,2020-10-02,4689.T,LOSS,-3.4055474712837652,1,,,,,,,,3.418549239215222,1.8203961580106984,60.512629099192175
