fold,phase,phase_start,phase_end,phase_days,candidate_rows,UP45_plus,UP_excluded,UP_gt_DOWN,UP_gt_DOWN_excluded,FLAT_lt_50,FLAT_excluded,SCORE50_plus,SCORE_excluded,NIKKEI_uptrend_reference
1,DEV,2019-01-29,2021-03-15,498,109747,4336,105411,4336,0,4336,0,1237,3099,1172
1,VALIDATION,2021-04-06,2022-08-18,324,71604,1255,70349,1255,0,1255,0,627,628,357
1,OOS,2022-09-09,2023-08-31,232,51423,2168,49255,2168,0,2168,0,202,1966,169
