strategy,phase,signals,avg_return,avg_gc_gap,gc_approach_ratio,avg_gc_slope,avg_adx,avg_breakout20,avg_relative_strength,avg_volume_surge,avg_atr_ratio
UP20_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,OOS,217,0.9059134517784815,12.365827155548113,1.3824884792626728,3.592178457955342,30.70709766112381,-2.5407111743469537,0.05999661819046428,1.3027971815641808,4.784127214317849
UP20_SCORE20_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,264,4.097060285590606,7.518921590080385,0.3787878787878788,2.739913593605763,31.02119740045634,0.6386915740010793,0.05873084589416955,1.4714198533247116,3.2164499928569747
UP20_SCORE20_NIKKEIOFF_TP4.0_SL1.25_H1,OOS,217,1.057102230246295,12.137575622133774,0.9216589861751152,3.451359496407818,30.586557135345952,-2.5566084901913246,0.05779658662129601,1.326338012459999,4.70664751037356
UP20_SCORE20_NIKKEIOFF_TP4.0_SL1.25_H1,VALIDATION,264,3.987843936138,7.4621799378202915,0.3787878787878788,2.704999082691172,30.686957949389296,0.734759409677167,0.05856915534713023,1.4838294757917982,3.17848230264372
UP20_SCORE30_NIKKEIOFF_TP4.0_SL1.0_H1,OOS,211,0.9770796245813922,12.233524109313457,1.4218009478672986,3.853385381766868,30.721448871358888,-1.3230689530037354,0.06230585715491488,1.3066541610341398,4.583088433488389
UP20_SCORE30_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,261,4.100334885536082,7.6758437676876605,0.38314176245210724,2.7982479705472287,31.01272342255165,0.8119592992900291,0.060303347024209544,1.475394419763297,3.2223215241413454
UP20_SCORE30_NIKKEIOFF_TP4.0_SL1.25_H1,OOS,211,1.1339950048121783,11.998782010967908,0.9478672985781991,3.7085620895592246,30.597480652904878,-1.339418325222827,0.060043265446338985,1.3308643994435831,4.50340551521393
UP20_SCORE30_NIKKEIOFF_TP4.0_SL1.25_H1,VALIDATION,261,3.989863175744939,7.618449912528026,0.38314176245210724,2.762932143415229,30.674642138713722,0.9091313629623936,0.060139797965135286,1.487946681569086,3.183917423695754
UP20_SCORE40_NIKKEIOFF_TP4.0_SL1.0_H1,OOS,192,0.9443210562404475,13.253680364161385,1.5625,4.423294129349517,31.679730880965938,-0.10913175722984886,0.07331574126991885,1.3424005498995173,4.585902270294597
UP20_SCORE40_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,260,4.078678256732281,7.70250967994532,0.38461538461538464,2.8144997126592672,31.029363662693754,0.8569048667568079,0.06060299458055682,1.476466371932398,3.225262127720231
UP20_SCORE40_NIKKEIOFF_TP4.0_SL1.25_H1,OOS,192,1.1151958735712575,12.995708579000391,1.0416666666666665,4.264139365517159,31.543494974227418,-0.1270990360747883,0.07082924725684848,1.3690065931515616,4.498334063232561
UP20_SCORE40_NIKKEIOFF_TP4.0_SL1.25_H1,VALIDATION,260,3.967781655749635,7.644895079188917,0.38461538461538464,2.7790480554229133,30.68998206622568,0.9544506691356046,0.06043881648663997,1.4890669116682091,3.1867103191960027
UP20_SCORE50_NIKKEIOFF_TP3.5_SL1.0_H1,OOS,188,1.1273525072811028,12.674779510981407,1.0638297872340425,4.235156088220133,31.854587163187432,0.41412665132731735,0.07441305010437213,1.3991529479343572,4.341977951182682
UP20_SCORE50_NIKKEIOFF_TP3.5_SL1.0_H1,VALIDATION,256,3.6907384983501004,7.654499674812765,0.390625,2.8310699691668577,30.73374191773263,1.2506236723407298,0.06239384903875582,1.498473528264135,3.125315833323437
UP20_SCORE50_NIKKEIOFF_TP4.0_SL1.0_H1,OOS,188,0.9527268248480877,13.27219069086669,1.5957446808510638,4.443640784649909,31.760147091719496,0.13616760824582733,0.07777286623574572,1.353102558709887,4.583122128522626
UP20_SCORE50_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,256,4.038226388448556,7.839671356095834,0.390625,2.8951298937310703,31.03595473127551,1.0840334179462692,0.0635001951579304,1.4807943291401344,3.2123504788834185
UP20_SCORE50_NIKKEIOFF_TP4.0_SL1.25_H1,OOS,188,1.117565269496831,13.080417562113894,1.0638297872340425,4.332462991400299,31.737331591179622,0.09684481515013534,0.07436642465671713,1.3792715100647708,4.505774692078643
UP20_SCORE50_NIKKEIOFF_TP4.0_SL1.25_H1,VALIDATION,256,3.9703241680989567,7.766829572576626,0.390625,2.8458385797597128,30.769844414842495,1.105049925238031,0.06228300299920408,1.491382653706705,3.1826520004535004
UP20_SCORE60_NIKKEIOFF_TP4.0_SL1.0_H1,OOS,183,0.9431921594572727,13.196111829169807,0.546448087431694,4.395504148868658,31.820798805614423,0.6291842253197784,0.08382361472636757,1.3765046222797768,4.485474681826576
UP20_SCORE60_NIKKEIOFF_TP4.0_SL1.0_H1,VALIDATION,253,4.07094889876832,7.843261134427814,0.3952569169960474,2.908423878020324,31.09097446671108,1.1818232639666664,0.06480843984915113,1.4851540934133884,3.214164107645595
UP20_SCORE70_NIKKEIOFF_TP2.5_SL1.0_H1,OOS,177,1.038133248825663,11.73124156691672,0.0,3.8547372562519704,31.326363170980134,2.045861064384155,0.09165262637320619,1.4965626327788166,3.967608457890807
UP20_SCORE70_NIKKEIOFF_TP2.5_SL1.0_H1,VALIDATION,246,2.931666677383591,7.372393133390035,0.8130081300813009,2.684467282274052,30.150422462693346,1.6971923355768053,0.06710402771885293,1.545110888054571,3.007813107423253
UP20_SCORE70_NIKKEIOFF_TP3.0_SL1.0_H1,OOS,177,1.0265682274255528,11.83057378395393,0.0,3.973303383229235,31.43522049482391,1.5533913962366608,0.0874594594958043,1.4628468648212178,4.105634555975886
