fold,phase,phase_start,phase_end,phase_days,candidate_rows,UP45_plus,UP_excluded,UP_gt_DOWN,UP_gt_DOWN_excluded,FLAT_lt_50,FLAT_excluded,SCORE50_plus,SCORE_excluded,NIKKEI_uptrend_reference
4,DEV,2019-01-29,2023-01-11,929,204998,8765,196233,8765,0,8764,1,2740,6024,2376
4,VALIDATION,2023-02-02,2025-08-29,610,136308,4451,131857,4451,0,4450,1,479,3971,367
4,OOS,2025-09-24,2026-09-17,232,51270,1528,49742,1528,0,1528,0,1273,255,1268
