strategy,up,score,nikkei,tp,sl,hold,dev_signals,dev_wins,dev_losses,dev_holds,dev_win_rate,dev_avg_return,dev_pf,dev_dd,dev_annual_signals,dev_positive_months,dev_months,dev_monthly_positive_ratio,dev_avg_month_return,dev_worst_month_return,dev_oos_cumulative_return,dev_compound_return,dev_compound_final_capital,dev_expected_value,dev_avg_win,dev_avg_loss,dev_objective,validation_signals,validation_wins,validation_losses,validation_holds,validation_win_rate,validation_avg_return,validation_pf,validation_dd,validation_annual_signals,validation_positive_months,validation_months,validation_monthly_positive_ratio,validation_avg_month_return,validation_worst_month_return,validation_oos_cumulative_return,validation_compound_return,validation_compound_final_capital,validation_expected_value,validation_avg_win,validation_avg_loss,validation_avg_lower,validation_pass,oos_signals,oos_wins,oos_losses,oos_holds,oos_win_rate,oos_avg_return,oos_pf,oos_dd,oos_annual_signals,oos_positive_months,oos_months,oos_monthly_positive_ratio,oos_avg_month_return,oos_worst_month_return,oos_oos_cumulative_return,oos_compound_return,oos_compound_final_capital,oos_expected_value,oos_avg_win,oos_avg_loss,oos_pf_ratio,oos_pass
UP45_SCORE50_NIKKEIOFF_TP3.5_SL1.5_H3,45,50,False,3.5,1.5,3,133,125,1,7,99.20634920634922,6.578173008396166,766.0982648510305,0.0,100.16134020618557,6,6,100.0,25.564499493935514,5.559089097489367,263.7799022306681,263.7799022306681,3637799.0223066807,6.578173008396166,6.636670601927213,-1.14350933770192,120.94497555766702,53,33,1,19,97.05882352941177,6.218284885064318,49.66917032098246,0.0,67.21614583333333,5,5,100.0,12.352561971647283,4.224191986115611,77.93974883592666,77.93974883592666,1779397.4883592667,6.218284885064318,6.468090737087772,-6.771619420155261,5.126286976803163,True,94,36,31,27,53.73134328358209,3.3486213046314677,3.464239773114819,-13.84432872089636,188.0,3,3,100.0,19.04498840622164,5.730889359587077,66.39967823233874,66.39967823233874,1663996.7823233875,3.3486213046314677,7.023900015708884,-4.120493495300054,0.06974627823914688,False
UP45_SCORE50_NIKKEIOFF_TP3.5_SL1.0_H3,45,50,False,3.5,1.0,3,133,125,1,7,99.20634920634922,6.578173008396166,766.0982648510305,0.0,100.16134020618557,6,6,100.0,25.564499493935514,5.559089097489367,263.7799022306681,263.7799022306681,3637799.0223066807,6.578173008396166,6.636670601927213,-1.14350933770192,120.94497555766702,53,33,1,19,97.05882352941177,6.260244755631334,73.95766993424033,0.0,67.21614583333333,5,5,100.0,12.401535744891513,4.224191986115611,78.31651429014958,78.31651429014958,1783165.1429014958,6.260244755631334,6.468090737087772,-4.547746280103503,5.2837546226067955,True,94,36,33,25,52.17391304347826,3.610811124570318,4.538139773984481,-10.299737848711066,188.0,3,3,100.0,20.477536195420207,5.730889359587077,72.4366614707064,72.4366614707064,1724366.6147070639,3.610811124570318,7.136835270520657,-2.906991084610611,0.061361313546243156,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.0_H5,45,50,False,3.0,1.0,5,133,129,1,3,99.23076923076923,5.711394546621152,331.88342571233477,0.0,100.16134020618557,6,6,100.0,21.631477167577632,4.750647797848018,206.4662763737692,206.4662763737692,3064662.763737692,5.711394546621152,5.772054500193367,-2.2957193249111607,106.61656909344231,53,43,5,5,89.58333333333334,5.611632996498315,29.388395650234205,-2.432222470391132,67.21614583333333,5,5,100.0,10.091080128493095,1.9186074220574056,60.63006502666906,60.63006502666906,1606300.6502666906,5.611632996498315,6.414442569227656,-2.0953389017033586,4.364012871371003,True,94,48,35,11,57.831325301204814,3.336023907772202,4.094444851269739,-9.789476546701836,188.0,3,3,100.0,19.385384691699823,7.546113112405917,68.30279983023706,68.30279983023706,1683027.9983023705,3.336023907772202,7.032622002305768,-2.895384308727239,0.13932182280379465,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.25_H5,45,50,False,3.0,1.25,5,133,129,1,3,99.23076923076923,5.707267254657034,267.8401279754548,0.0,100.16134020618557,6,6,100.0,21.621334115609333,4.750647797848018,206.30543925929373,206.30543925929373,3063054.392592937,5.707267254657034,5.772054500193367,-2.8446491561389453,106.57635981482343,53,43,5,5,89.58333333333334,5.569307935491643,24.20559067622546,-3.015278087988893,67.21614583333333,5,5,100.0,9.880779632159417,1.6444893991923948,59.070852357152994,59.070852357152994,1590708.52357153,5.569307935491643,6.414442569227656,-2.5439845483740897,4.263466714220345,True,94,49,33,12,59.756097560975604,3.2412303226423096,3.55560910257359,-12.646642620588732,188.0,3,3,100.0,18.659137227621862,7.546113112405917,65.08446297531955,65.08446297531955,1650844.6297531957,3.2412303226423096,6.949082933995414,-3.6126790498588846,0.1468920610173699,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.5_H5,45,50,False,3.0,1.5,5,133,129,1,3,99.23076923076923,5.703139962692916,224.5155326756464,0.0,100.16134020618557,6,6,100.0,21.61119106364104,4.750647797848018,206.1446021448183,206.1446021448183,3061446.021448183,5.703139962692916,5.772054500193367,-3.393578987366741,106.53615053620457,53,43,5,5,89.58333333333334,5.526982874484969,20.576765136750613,-3.598333705586665,67.21614583333333,5,5,100.0,9.670760839213823,1.370371376327384,57.51975614834461,57.51975614834461,1575197.561483446,5.526982874484969,6.414442569227656,-2.992630195044823,4.166316320930222,True,94,49,32,13,60.49382716049383,3.050285140369133,3.0757065165540443,-14.661241482834676,188.0,3,3,100.0,17.710844974170126,7.546113112405917,61.17441603567117,61.17441603567117,1611744.1603567118,3.050285140369133,6.852602607628817,-4.316704952446505,0.1494747350282361,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.75_H5,45,50,False,3.0,1.75,5,133,129,1,3,99.23076923076923,5.699012670728797,193.25541909558495,0.0,100.16134020618557,6,6,100.0,21.60104801167274,4.750647797848018,205.98376503034288,205.98376503034288,3059837.650303429,5.699012670728797,5.772054500193367,-3.9425088185945256,106.49594125758571,53,43,5,5,89.58333333333334,5.484657813478295,17.894133308966914,-4.1813893231844705,67.21614583333333,5,5,100.0,9.461023749656317,1.0962533534623953,55.976759876948634,55.976759876948634,1559767.5987694864,5.484657813478295,6.414442569227656,-3.4412758417155564,4.0825501489171785,True,94,49,32,13,60.49382716049383,2.811039469308338,2.645073484209545,-17.29436035896218,188.0,3,3,100.0,16.480762294452862,7.546113112405917,56.10180255557151,56.10180255557151,1561018.0255557152,2.811039469308338,6.852602607628817,-5.019489111187591,0.1478179154328796,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.0_H7,45,50,False,3.0,1.0,7,133,129,1,3,99.23076923076923,5.6978621452094345,331.09944076773434,0.0,100.16134020618557,6,6,100.0,21.60156248048985,4.750647797848018,205.9474005525503,205.9474005525503,3059474.005525503,5.6978621452094345,5.758419580589136,-2.2957193249111607,106.48685013813758,53,45,4,4,91.83673469387756,5.8819337974427786,31.762463642523723,-2.432222470391132,67.21614583333333,5,5,100.0,10.393194166715436,1.9186074220574056,62.837174676292264,62.837174676292264,1628371.7467629227,5.8819337974427786,6.568905122178111,-2.533464930565068,5.26639035189474,True,94,51,35,8,59.30232558139535,3.455759833911529,4.205510068545501,-9.932849296826795,188.0,3,3,100.0,20.677562586154377,10.521777560013001,74.10317248820368,74.10317248820368,1741031.724882037,3.455759833911529,7.223387715137917,-2.895384308727239,0.132405033686214,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL2.0_H5,45,50,False,3.0,2.0,5,133,129,1,3,99.23076923076923,5.694885378764678,169.63633557716906,0.0,100.16134020618557,6,6,100.0,21.590904959704446,4.750647797848018,205.82292791586747,205.82292791586747,3058229.2791586746,5.694885378764678,5.772054500193367,-4.49143864982231,106.45573197896687,53,43,5,5,89.58333333333334,5.442332752471624,15.83030630526454,-4.7644449407822425,67.21614583333333,5,5,100.0,9.251568363486898,0.8221353305973844,54.441847019669744,54.441847019669744,1544418.4701966974,5.442332752471624,6.414442569227656,-3.88992148838629,4.011158584892287,True,94,49,31,14,61.25000000000001,2.6716950537208533,2.4196410910753285,-19.070727299764567,188.0,3,3,100.0,15.623683198944326,7.546113112405917,52.65156544275402,52.65156544275402,1526515.6544275403,2.6716950537208533,6.794329119486888,-5.70656127348109,0.15284865904778172,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.25_H3,45,50,False,3.0,1.25,3,133,129,1,3,99.23076923076923,5.694272829459649,663.2930494298679,0.0,100.16134020618557,6,6,100.0,21.585758106542475,4.750647797848018,205.81428731969643,205.81428731969643,3058142.873196964,5.694272829459649,5.746074209513903,-1.14350933770192,106.4535718299241,53,35,1,17,97.22222222222221,5.605220217428367,53.48998563884404,0.0,67.21614583333333,5,5,100.0,11.135714569321156,3.705012067196045,68.60438138732394,68.60438138732394,1686043.8138732393,5.605220217428367,5.821852968727555,-5.659682850129387,4.735435290690027,True,94,45,31,18,59.210526315789465,3.131633306785853,3.7110357321346688,-11.66220426810699,188.0,3,3,100.0,18.252188090004402,5.730889359587077,63.315672984632855,63.315672984632855,1633156.7298463285,3.131633306785853,6.39614207269595,-3.502690959418536,0.06937814037175104,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.0_H3,45,50,False,3.0,1.0,3,133,129,1,3,99.23076923076923,5.694272829459649,663.2930494298679,0.0,100.16134020618557,6,6,100.0,21.585758106542475,4.750647797848018,205.81428731969643,205.81428731969643,3058142.873196964,5.694272829459649,5.746074209513903,-1.14350933770192,106.4535718299241,53,35,1,17,97.22222222222221,5.626200152711875,66.5684353804678,0.0,67.21614583333333,5,5,100.0,11.16020145594327,3.705012067196045,68.78335057274263,68.78335057274263,1687833.5057274264,5.626200152711875,5.821852968727555,-4.547746280103503,4.82356676967278,True,94,45,33,16,57.692307692307686,3.190079737231863,4.125876045877405,-10.497342618823035,188.0,3,3,100.0,18.551323089001464,5.730889359587077,64.58777836748824,64.58777836748824,1645877.7836748823,3.190079737231863,6.488495099867954,-2.906991084610611,0.06197946552741121,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.5_H3,45,50,False,3.0,1.5,3,133,129,1,3,99.23076923076923,5.694272829459649,663.2930494298679,0.0,100.16134020618557,6,6,100.0,21.585758106542475,4.750647797848018,205.81428731969643,205.81428731969643,3058142.873196964,5.694272829459649,5.746074209513903,-1.14350933770192,106.4535718299241,53,35,1,17,97.22222222222221,5.584240282144861,44.70664040462151,0.0,67.21614583333333,5,5,100.0,11.111227682699045,3.705012067196045,68.4254122019053,68.4254122019053,1684254.122019053,5.584240282144861,5.821852968727555,-6.771619420155261,4.651515549555999,True,94,45,31,18,59.210526315789465,2.927889917293012,3.154624882639378,-14.036268984768906,188.0,3,3,100.0,17.161792945082382,5.730889359587077,58.82463827429807,58.82463827429807,1588246.3827429807,2.927889917293012,6.39614207269595,-4.120493495300054,0.07056278114589151,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL2.0_H3,45,50,False,3.0,2.0,3,133,129,1,3,99.23076923076923,5.694272829459649,663.2930494298679,0.0,100.16134020618557,6,6,100.0,21.585758106542475,4.750647797848018,205.81428731969643,205.81428731969643,3058142.873196964,5.694272829459649,5.746074209513903,-1.14350933770192,106.4535718299241,53,35,1,17,97.22222222222221,5.58210720385594,43.97251304534064,0.0,67.21614583333333,5,5,100.0,11.108738044599068,3.705012067196045,68.40721599306845,68.40721599306845,1684072.1599306844,5.58210720385594,5.821852968727555,-6.884672569468053,4.642983236400316,True,94,45,31,18,59.210526315789465,2.5490502786146707,2.466888672110328,-18.403486552480974,188.0,3,3,100.0,15.132344043871049,5.730889359587077,50.562322987029205,50.562322987029205,1505623.2298702921,2.5490502786146707,6.39614207269595,-5.2692330448408295,0.056100697942068636,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.75_H3,45,50,False,3.0,1.75,3,133,129,1,3,99.23076923076923,5.694272829459649,663.2930494298679,0.0,100.16134020618557,6,6,100.0,21.585758106542475,4.750647797848018,205.81428731969643,205.81428731969643,3058142.873196964,5.694272829459649,5.746074209513903,-1.14350933770192,106.4535718299241,53,35,1,17,97.22222222222221,5.58210720385594,43.97251304534064,0.0,67.21614583333333,5,5,100.0,11.108738044599068,3.705012067196045,68.40721599306845,68.40721599306845,1684072.1599306844,5.58210720385594,5.821852968727555,-6.884672569468053,4.642983236400316,True,94,45,31,18,59.210526315789465,2.7270184382765557,2.7483603752374264,-16.337282328681834,188.0,3,3,100.0,16.10112195967987,5.730889359587077,54.47411615886726,54.47411615886726,1544741.1615886725,2.7270184382765557,6.39614207269595,-4.729587657478988,0.0625017808830611,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.25_H7,45,50,False,3.0,1.25,7,133,129,1,3,99.23076923076923,5.693734853245315,267.2074280223254,0.0,100.16134020618557,6,6,100.0,21.59141942852155,4.750647797848018,205.7868357502224,205.7868357502224,3057868.357502224,5.693734853245315,5.758419580589136,-2.8446491561389453,106.4467089375556,53,45,4,4,91.83673469387756,5.839608736436105,26.005822382536486,-3.015278087988904,67.21614583333333,5,5,100.0,10.18094449346394,1.6444893991923948,61.2590426852702,61.2590426852702,1612590.426852702,5.839608736436105,6.568905122178111,-3.094271988903482,5.177224575293656,True,94,52,33,9,61.1764705882353,3.394032247305716,3.676088658386897,-12.78634122991823,188.0,3,3,100.0,20.061523127226277,10.521777560013001,71.25139232424829,71.25139232424829,1712513.9232424828,3.394032247305716,7.184548194952139,-3.6126790498588846,0.14135637028942702,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.5_H7,45,50,False,3.0,1.5,7,133,129,1,3,99.23076923076923,5.689607561281197,223.98517537603476,0.0,100.16134020618557,6,6,100.0,21.58127637655325,4.750647797848018,205.62627094789443,205.62627094789443,3056262.709478944,5.689607561281197,5.758419580589136,-3.393578987366741,106.40656773697361,53,45,4,4,91.83673469387756,5.797283675429432,22.015690141476792,-3.598333705586676,67.21614583333333,5,5,100.0,9.968976523600528,1.370371376327384,59.68909513260397,59.68909513260397,1596890.9513260396,5.797283675429432,6.568905122178111,-3.655079047241899,5.0772395733790106,True,94,52,32,10,61.904761904761905,3.25906106724466,3.2177776777644675,-14.02594192664136,188.0,3,3,100.0,19.452685507377183,10.521777560013001,68.71018156323143,68.71018156323143,1687101.8156323144,3.25906106724466,7.16913385160139,-4.316704952446505,0.14615838327513006,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL1.75_H7,45,50,False,3.0,1.75,7,133,129,1,3,99.23076923076923,5.685480269317078,192.79890537029664,0.0,100.16134020618557,6,6,100.0,21.57113332458496,4.750647797848018,205.46570614556651,205.46570614556651,3054657.061455665,5.685480269317078,5.758419580589136,-3.9425088185945256,106.36642653639163,53,45,4,4,91.83673469387756,5.754958614422759,19.087111399942646,-4.181389323184481,67.21614583333333,5,5,100.0,9.757290257125199,1.0962533534623953,58.127315511620296,58.127315511620296,1581273.155116203,5.754958614422759,6.568905122178111,-4.215886105580316,4.979208566321512,True,94,52,32,10,61.904761904761905,3.0198153961838643,2.767253106799016,-16.675130020735207,188.0,3,3,100.0,18.212146275069323,10.521777560013001,63.40773017489596,63.40773017489596,1634077.3017489596,3.0198153961838643,7.16913385160139,-5.019489111187591,0.1449801936403709,False
UP45_SCORE50_NIKKEIOFF_TP3.0_SL2.0_H7,45,50,False,3.0,2.0,7,133,129,1,3,99.23076923076923,5.681352977352959,169.23561555668525,0.0,100.16134020618557,6,6,100.0,21.560990272616664,4.750647797848018,205.3051413432386,205.3051413432386,3053051.4134323862,5.681352977352959,5.758419580589136,-4.49143864982231,106.32628533580964,53,45,4,4,91.83673469387756,5.7126335534160875,16.846191493838,-4.7644449407822425,67.21614583333333,5,5,100.0,9.54588569403796,0.8221353305973844,56.57368731564567,56.57368731564567,1565736.8731564567,5.7126335534160875,6.568905122178111,-4.776693163918733,4.881177559264013,True,94,52,31,11,62.65060240963856,2.8705688716463755,2.5253153683372136,-18.54035087074427,188.0,3,3,100.0,17.312999365058285,9.50137438792813,59.64833695857723,59.64833695857723,1596483.3695857723,2.8705688716463755,7.091061482740843,-5.70656127348109,0.14990423023868177,False
