strategy,up,score,nikkei,tp,sl,hold,dev_signals,dev_losses,dev_holds,dev_avg_return,dev_pf,dev_dd,dev_annual_signals,dev_positive_months,dev_months,dev_monthly_positive_ratio,dev_monthly_plus5_ratio,dev_avg_month_return,dev_avg_month_profit_jpy,dev_worst_month_return,dev_oos_cumulative_return,dev_compound_return,dev_compound_final_capital,dev_expected_value,dev_avg_win,dev_avg_loss,devh1_signals,devh1_losses,devh1_holds,devh1_avg_return,devh1_pf,devh1_dd,devh1_annual_signals,devh1_positive_months,devh1_months,devh1_monthly_positive_ratio,devh1_monthly_plus5_ratio,devh1_avg_month_return,devh1_avg_month_profit_jpy,devh1_worst_month_return,devh1_oos_cumulative_return,devh1_compound_return,devh1_compound_final_capital,devh1_expected_value,devh1_avg_win,devh1_avg_loss,devh2_signals,devh2_losses,devh2_holds,devh2_avg_return,devh2_pf,devh2_dd,devh2_annual_signals,devh2_positive_months,devh2_months,devh2_monthly_positive_ratio,devh2_monthly_plus5_ratio,devh2_avg_month_return,devh2_avg_month_profit_jpy,devh2_worst_month_return,devh2_oos_cumulative_return,devh2_compound_return,devh2_compound_final_capital,devh2_expected_value,devh2_avg_win,devh2_avg_loss,dev_objective,devh1_objective,devh2_objective,stability_objective,validation_signals,validation_losses,validation_holds,validation_avg_return,validation_pf,validation_dd,validation_annual_signals,validation_positive_months,validation_months,validation_monthly_positive_ratio,validation_monthly_plus5_ratio,validation_avg_month_return,validation_avg_month_profit_jpy,validation_worst_month_return,validation_oos_cumulative_return,validation_compound_return,validation_compound_final_capital,validation_expected_value,validation_avg_win,validation_avg_loss,validation_avg_lower,validation_pass,oos_signals,oos_losses,oos_holds,oos_avg_return,oos_pf,oos_dd,oos_annual_signals,oos_positive_months,oos_months,oos_monthly_positive_ratio,oos_monthly_plus5_ratio,oos_avg_month_return,oos_avg_month_profit_jpy,oos_worst_month_return,oos_oos_cumulative_return,oos_compound_return,oos_compound_final_capital,oos_expected_value,oos_avg_win,oos_avg_loss,oos_pf_ratio,oos_insufficient_data,oos_pass,profit_objective,sizing,prob_10y,prob_15y,prob_20y,bankruptcy_prob,p90_max_dd,final_status,up_threshold,score_threshold,nikkei_filter,tp_multiplier,sl_multiplier,hold_days,oos_validation_pf_ratio,fold,oos_end
UP30_SCORE80_NIKKEION_TP4.0_SL1.25_H1,30,80,True,4.0,1.25,1,168,16,77,7.753566161741618,32.69988599699747,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,44.33579381106236,443357.9381106236,-7.546030551862682,22807976.526772223,22807976.526772223,228080765267.72223,7.753566161741618,8.840070511105308,-2.5682251572134405,74,7,36,6.9732587941165045,31.62613977191552,-5.279819416128062,45.3498322147651,14,22,63.63636363636363,63.63636363636363,30.4462624477551,304462.62447755097,-2.4075786564766832,13741.415462086106,13741.415462086106,138414154.62086108,6.9732587941165045,7.9532864764495645,-2.4070061653570933,94,9,41,8.367850685191174,33.446160192700376,-7.546030551862692,57.70336134453781,13,21,61.90476190476191,61.90476190476191,56.775503153047936,567755.0315304793,-7.546030551862682,164681.38806863554,164681.38806863554,1647813880.6863554,8.367850685191174,9.53906498548101,-2.693617706435044,154.63076194058698,154.56887814478887,154.1545714643965,154.1545714643965,121,28,55,4.627814709417091,8.045773707318101,-26.09332363526248,57.69614882506527,17,27,62.96296296296296,59.25925925925925,28.075852138370024,280758.52138370025,-16.586072196783142,20440.545966823025,20440.545966823025,205405459.66823027,4.627814709417091,6.875709302138076,-2.8384066164061834,1.572832215945135,True,48,8,37,2.4626522309775143,10.737343921151943,-3.0395749111029824,60.04109589041096,9,13,69.23076923076923,46.15384615384615,10.21045270131978,102104.5270131978,-4.001060486789609,212.60042018506115,212.60042018506115,3126004.2018506117,2.4626522309775143,3.258672283897662,-1.5174480336232254,1.3345321794702854,False,True,71.84680118656361,0.01,3.18,100.0,100.0,0.0,0.0,PASS,30,80,True,4.0,1.25,1,1.3345321794702854,3,2025-09-11
UP20_SCORE80_NIKKEION_TP4.0_SL1.25_H1,20,80,True,4.0,1.25,1,168,16,77,7.753566161741618,32.69988599699747,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,44.33579381106236,443357.9381106236,-7.546030551862682,22807976.526772223,22807976.526772223,228080765267.72223,7.753566161741618,8.840070511105308,-2.5682251572134405,74,7,36,6.9732587941165045,31.62613977191552,-5.279819416128062,45.3498322147651,14,22,63.63636363636363,63.63636363636363,30.4462624477551,304462.62447755097,-2.4075786564766832,13741.415462086106,13741.415462086106,138414154.62086108,6.9732587941165045,7.9532864764495645,-2.4070061653570933,94,9,41,8.367850685191174,33.446160192700376,-7.546030551862692,57.70336134453781,13,21,61.90476190476191,61.90476190476191,56.775503153047936,567755.0315304793,-7.546030551862682,164681.38806863554,164681.38806863554,1647813880.6863554,8.367850685191174,9.53906498548101,-2.693617706435044,154.63076194058698,154.56887814478887,154.1545714643965,154.1545714643965,121,28,55,4.627814709417091,8.045773707318101,-26.09332363526248,57.69614882506527,17,27,62.96296296296296,59.25925925925925,28.075852138370024,280758.52138370025,-16.586072196783142,20440.545966823025,20440.545966823025,205405459.66823027,4.627814709417091,6.875709302138076,-2.8384066164061834,1.572832215945135,True,48,8,37,2.4626522309775143,10.737343921151943,-3.0395749111029824,60.04109589041096,9,13,69.23076923076923,46.15384615384615,10.21045270131978,102104.5270131978,-4.001060486789609,212.60042018506115,212.60042018506115,3126004.2018506117,2.4626522309775143,3.258672283897662,-1.5174480336232254,1.3345321794702854,False,True,71.84680118656361,0.01,3.18,100.0,100.0,0.0,0.0,PASS,20,80,True,4.0,1.25,1,1.3345321794702854,3,2025-09-11
UP25_SCORE80_NIKKEION_TP4.0_SL1.25_H1,25,80,True,4.0,1.25,1,168,16,77,7.753566161741618,32.69988599699747,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,44.33579381106236,443357.9381106236,-7.546030551862682,22807976.526772223,22807976.526772223,228080765267.72223,7.753566161741618,8.840070511105308,-2.5682251572134405,74,7,36,6.9732587941165045,31.62613977191552,-5.279819416128062,45.3498322147651,14,22,63.63636363636363,63.63636363636363,30.4462624477551,304462.62447755097,-2.4075786564766832,13741.415462086106,13741.415462086106,138414154.62086108,6.9732587941165045,7.9532864764495645,-2.4070061653570933,94,9,41,8.367850685191174,33.446160192700376,-7.546030551862692,57.70336134453781,13,21,61.90476190476191,61.90476190476191,56.775503153047936,567755.0315304793,-7.546030551862682,164681.38806863554,164681.38806863554,1647813880.6863554,8.367850685191174,9.53906498548101,-2.693617706435044,154.63076194058698,154.56887814478887,154.1545714643965,154.1545714643965,121,28,55,4.627814709417091,8.045773707318101,-26.09332363526248,57.69614882506527,17,27,62.96296296296296,59.25925925925925,28.075852138370024,280758.52138370025,-16.586072196783142,20440.545966823025,20440.545966823025,205405459.66823027,4.627814709417091,6.875709302138076,-2.8384066164061834,1.572832215945135,True,48,8,37,2.4626522309775143,10.737343921151943,-3.0395749111029824,60.04109589041096,9,13,69.23076923076923,46.15384615384615,10.21045270131978,102104.5270131978,-4.001060486789609,212.60042018506115,212.60042018506115,3126004.2018506117,2.4626522309775143,3.258672283897662,-1.5174480336232254,1.3345321794702854,False,True,71.84680118656361,0.01,3.18,100.0,100.0,0.0,0.0,PASS,25,80,True,4.0,1.25,1,1.3345321794702854,3,2025-09-11
UP25_SCORE80_NIKKEION_TP3.0_SL1.25_H1,25,80,True,3.0,1.25,1,168,15,54,6.648215499785948,32.18806457828337,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,35.93687293507755,359368.72935077554,-7.546030551862682,4348018.398646523,4348018.398646523,43481183986.46523,6.648215499785948,7.534065274923701,-2.387452206619132,74,6,26,6.229553419659223,40.84597094499014,-4.834629008360858,45.3498322147651,14,22,63.63636363636363,63.63636363636363,26.60139903458601,266013.9903458601,-2.4075786564766832,8308.111319259951,8308.111319259951,84081113.19259952,6.229553419659223,6.949355541119914,-1.9282039568952647,94,9,28,6.977800541587837,28.05627080150246,-7.546030551862682,57.70336134453781,13,21,61.90476190476191,61.90476190476191,44.005613548207855,440056.1354820786,-7.546030551862682,51613.37811247279,51613.37811247279,517133781.1247279,6.977800541587837,8.00183306196673,-2.693617706435044,154.63076194058698,154.5822338570219,154.1545714643965,154.1545714643965,121,28,37,3.872206622597409,6.931492203861736,-26.09332363526249,57.69614882506527,17,27,62.96296296296296,55.55555555555556,22.76790229412647,227679.0229412647,-16.586072196783142,8799.843802828273,8799.843802828273,88998438.02828272,3.872206622597409,5.887402397037599,-2.82112219965036,1.2932970764112524,True,48,8,34,2.448790966927965,10.68253638741472,-3.0395749111030046,60.04109589041096,9,13,69.23076923076923,46.15384615384615,10.077830121196788,100778.30121196788,-4.001060486789609,211.28181543554717,211.28181543554717,3112818.1543554715,2.448790966927965,3.242038767038204,-1.5174480336232254,1.5411596916264536,False,True,71.45657132907391,0.01,3.72,100.0,100.0,0.0,0.0,PASS,25,80,True,3.0,1.25,1,1.5411596916264536,3,2025-09-11
UP30_SCORE80_NIKKEION_TP3.0_SL1.25_H1,30,80,True,3.0,1.25,1,168,15,54,6.648215499785948,32.18806457828337,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,35.93687293507755,359368.72935077554,-7.546030551862682,4348018.398646523,4348018.398646523,43481183986.46523,6.648215499785948,7.534065274923701,-2.387452206619132,74,6,26,6.229553419659223,40.84597094499014,-4.834629008360858,45.3498322147651,14,22,63.63636363636363,63.63636363636363,26.60139903458601,266013.9903458601,-2.4075786564766832,8308.111319259951,8308.111319259951,84081113.19259952,6.229553419659223,6.949355541119914,-1.9282039568952647,94,9,28,6.977800541587837,28.05627080150246,-7.546030551862682,57.70336134453781,13,21,61.90476190476191,61.90476190476191,44.005613548207855,440056.1354820786,-7.546030551862682,51613.37811247279,51613.37811247279,517133781.1247279,6.977800541587837,8.00183306196673,-2.693617706435044,154.63076194058698,154.5822338570219,154.1545714643965,154.1545714643965,121,28,37,3.872206622597409,6.931492203861736,-26.09332363526249,57.69614882506527,17,27,62.96296296296296,55.55555555555556,22.76790229412647,227679.0229412647,-16.586072196783142,8799.843802828273,8799.843802828273,88998438.02828272,3.872206622597409,5.887402397037599,-2.82112219965036,1.2932970764112524,True,48,8,34,2.448790966927965,10.68253638741472,-3.0395749111030046,60.04109589041096,9,13,69.23076923076923,46.15384615384615,10.077830121196788,100778.30121196788,-4.001060486789609,211.28181543554717,211.28181543554717,3112818.1543554715,2.448790966927965,3.242038767038204,-1.5174480336232254,1.5411596916264536,False,True,71.45657132907391,0.01,3.72,100.0,100.0,0.0,0.0,PASS,30,80,True,3.0,1.25,1,1.5411596916264536,3,2025-09-11
UP20_SCORE80_NIKKEION_TP3.0_SL1.25_H1,20,80,True,3.0,1.25,1,168,15,54,6.648215499785948,32.18806457828337,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,35.93687293507755,359368.72935077554,-7.546030551862682,4348018.398646523,4348018.398646523,43481183986.46523,6.648215499785948,7.534065274923701,-2.387452206619132,74,6,26,6.229553419659223,40.84597094499014,-4.834629008360858,45.3498322147651,14,22,63.63636363636363,63.63636363636363,26.60139903458601,266013.9903458601,-2.4075786564766832,8308.111319259951,8308.111319259951,84081113.19259952,6.229553419659223,6.949355541119914,-1.9282039568952647,94,9,28,6.977800541587837,28.05627080150246,-7.546030551862682,57.70336134453781,13,21,61.90476190476191,61.90476190476191,44.005613548207855,440056.1354820786,-7.546030551862682,51613.37811247279,51613.37811247279,517133781.1247279,6.977800541587837,8.00183306196673,-2.693617706435044,154.63076194058698,154.5822338570219,154.1545714643965,154.1545714643965,121,28,37,3.872206622597409,6.931492203861736,-26.09332363526249,57.69614882506527,17,27,62.96296296296296,55.55555555555556,22.76790229412647,227679.0229412647,-16.586072196783142,8799.843802828273,8799.843802828273,88998438.02828272,3.872206622597409,5.887402397037599,-2.82112219965036,1.2932970764112524,True,48,8,34,2.448790966927965,10.68253638741472,-3.0395749111030046,60.04109589041096,9,13,69.23076923076923,46.15384615384615,10.077830121196788,100778.30121196788,-4.001060486789609,211.28181543554717,211.28181543554717,3112818.1543554715,2.448790966927965,3.242038767038204,-1.5174480336232254,1.5411596916264536,False,True,71.45657132907391,0.01,3.72,100.0,100.0,0.0,0.0,PASS,20,80,True,3.0,1.25,1,1.5411596916264536,3,2025-09-11
UP30_SCORE80_NIKKEION_TP3.5_SL1.25_H1,30,80,True,3.5,1.25,1,168,16,67,7.260138151564712,30.68254180413903,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,40.52716957105066,405271.6957105066,-7.546030551862682,10908311.636773,10908311.636773,109084116367.73,7.260138151564712,8.294702710383467,-2.5682251572134405,74,7,32,6.552946382147335,29.78015254314673,-5.279819416128051,45.3498322147651,14,22,63.63636363636363,63.63636363636363,28.219640440155946,282196.40440155944,-2.4075786564766832,10295.669615323844,10295.669615323844,103956696.15323845,6.552946382147335,7.4890608274089905,-2.4070061653570933,94,9,35,7.816863587063499,31.30971962719173,-7.546030551862682,57.70336134453781,13,21,61.90476190476191,61.90476190476191,51.49090630003318,514909.0630003318,-7.546030551862682,104832.26545689131,104832.26545689131,1049322654.5689132,7.816863587063499,8.929738076963345,-2.693617706435044,154.63076194058698,154.56887814478887,154.1545714643965,154.1545714643965,121,28,45,4.312278050842786,7.565374202957248,-26.093323635262465,57.69614882506527,17,27,62.96296296296296,59.25925925925925,25.92713239067801,259271.3239067801,-16.586072196783142,14409.94774143926,14409.94774143926,145099477.4143926,4.312278050842786,6.465172359261831,-2.8384066164061834,1.519888637351846,True,48,8,37,2.389245343523528,10.44709258142582,-3.039574911102993,60.04109589041096,9,13,69.23076923076923,46.15384615384615,9.882187240725951,98821.87240725954,-4.001060486789609,202.7349723595107,202.7349723595107,3027349.723595107,2.389245343523528,3.170584018952879,-1.5174480336232254,1.3809089016828977,False,True,69.17184926081688,0.01,0.4599999999999999,100.0,100.0,0.0,0.0,PASS,30,80,True,3.5,1.25,1,1.3809089016828977,3,2025-09-11
UP20_SCORE80_NIKKEION_TP3.5_SL1.25_H1,20,80,True,3.5,1.25,1,168,16,67,7.260138151564712,30.68254180413903,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,40.52716957105066,405271.6957105066,-7.546030551862682,10908311.636773,10908311.636773,109084116367.73,7.260138151564712,8.294702710383467,-2.5682251572134405,74,7,32,6.552946382147335,29.78015254314673,-5.279819416128051,45.3498322147651,14,22,63.63636363636363,63.63636363636363,28.219640440155946,282196.40440155944,-2.4075786564766832,10295.669615323844,10295.669615323844,103956696.15323845,6.552946382147335,7.4890608274089905,-2.4070061653570933,94,9,35,7.816863587063499,31.30971962719173,-7.546030551862682,57.70336134453781,13,21,61.90476190476191,61.90476190476191,51.49090630003318,514909.0630003318,-7.546030551862682,104832.26545689131,104832.26545689131,1049322654.5689132,7.816863587063499,8.929738076963345,-2.693617706435044,154.63076194058698,154.56887814478887,154.1545714643965,154.1545714643965,121,28,45,4.312278050842786,7.565374202957248,-26.093323635262465,57.69614882506527,17,27,62.96296296296296,59.25925925925925,25.92713239067801,259271.3239067801,-16.586072196783142,14409.94774143926,14409.94774143926,145099477.4143926,4.312278050842786,6.465172359261831,-2.8384066164061834,1.519888637351846,True,48,8,37,2.389245343523528,10.44709258142582,-3.039574911102993,60.04109589041096,9,13,69.23076923076923,46.15384615384615,9.882187240725951,98821.87240725954,-4.001060486789609,202.7349723595107,202.7349723595107,3027349.723595107,2.389245343523528,3.170584018952879,-1.5174480336232254,1.3809089016828977,False,True,69.17184926081688,0.01,0.4599999999999999,100.0,100.0,0.0,0.0,PASS,20,80,True,3.5,1.25,1,1.3809089016828977,3,2025-09-11
UP25_SCORE80_NIKKEION_TP3.5_SL1.25_H1,25,80,True,3.5,1.25,1,168,16,67,7.260138151564712,30.68254180413903,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,40.52716957105066,405271.6957105066,-7.546030551862682,10908311.636773,10908311.636773,109084116367.73,7.260138151564712,8.294702710383467,-2.5682251572134405,74,7,32,6.552946382147335,29.78015254314673,-5.279819416128051,45.3498322147651,14,22,63.63636363636363,63.63636363636363,28.219640440155946,282196.40440155944,-2.4075786564766832,10295.669615323844,10295.669615323844,103956696.15323845,6.552946382147335,7.4890608274089905,-2.4070061653570933,94,9,35,7.816863587063499,31.30971962719173,-7.546030551862682,57.70336134453781,13,21,61.90476190476191,61.90476190476191,51.49090630003318,514909.0630003318,-7.546030551862682,104832.26545689131,104832.26545689131,1049322654.5689132,7.816863587063499,8.929738076963345,-2.693617706435044,154.63076194058698,154.56887814478887,154.1545714643965,154.1545714643965,121,28,45,4.312278050842786,7.565374202957248,-26.093323635262465,57.69614882506527,17,27,62.96296296296296,59.25925925925925,25.92713239067801,259271.3239067801,-16.586072196783142,14409.94774143926,14409.94774143926,145099477.4143926,4.312278050842786,6.465172359261831,-2.8384066164061834,1.519888637351846,True,48,8,37,2.389245343523528,10.44709258142582,-3.039574911102993,60.04109589041096,9,13,69.23076923076923,46.15384615384615,9.882187240725951,98821.87240725954,-4.001060486789609,202.7349723595107,202.7349723595107,3027349.723595107,2.389245343523528,3.170584018952879,-1.5174480336232254,1.3809089016828977,False,True,69.17184926081688,0.01,0.4599999999999999,100.0,100.0,0.0,0.0,PASS,25,80,True,3.5,1.25,1,1.3809089016828977,3,2025-09-11
UP25_SCORE80_NIKKEION_TP2.5_SL1.25_H1,25,80,True,2.5,1.25,1,168,15,38,5.831630741482664,28.357307561392936,-7.546030551862692,51.135000000000005,27,42,64.28571428571429,64.28571428571429,30.447166334106743,304471.66334106744,-7.546030551862682,1234943.72712855,1234943.72712855,12350437271.2855,5.831630741482664,6.637423187374997,-2.387452206619132,74,6,20,5.477191099868784,36.03365052409629,-4.834629008360869,45.3498322147651,14,22,63.63636363636363,63.63636363636363,22.678187101649907,226781.87101649903,-2.4075786564766832,4914.679371993571,4914.679371993571,50146793.71993572,5.477191099868784,6.1306083107597305,-1.9282039568952647,94,9,18,6.110657693391465,24.693943147601317,-7.546030551862682,57.70336134453781,13,21,61.90476190476191,61.90476190476191,37.13623189505645,371362.3189505645,-7.546030551862682,24528.568159833547,24528.568159833547,246285681.59833544,6.110657693391465,7.042875088667212,-2.693617706435044,154.63076194058698,154.5822338570219,154.1545714643965,154.1545714643965,121,28,29,3.344469334119587,6.123097942557154,-26.093323635262443,57.69614882506527,17,27,62.96296296296296,55.55555555555556,19.053841036662533,190538.41036662532,-16.586072196783142,4817.934890533041,4817.934890533041,49179348.905330405,3.344469334119587,5.200776462566451,-2.82112219965036,1.0168825378568265,True,48,9,28,2.31444921046323,8.571220700311033,-5.496118858366828,60.04109589041096,9,13,69.23076923076923,38.46153846153847,9.481149595021384,94811.49595021384,-4.001060486789609,193.0995999732113,193.0995999732113,2930995.999732113,2.31444921046323,3.224787168352433,-1.6303486070566493,1.3998176708457948,False,True,64.91834281406076,0.01,3.84,100.0,100.0,0.0,0.0,PASS,25,80,True,2.5,1.25,1,1.3998176708457948,3,2025-09-11
