entry_date,entry_time,exit_date,exit_time,ticker,company,direction,entry_price,exit_price,shares,invested_amount,exit_value,tp,sl,score,up_probability,down_probability,expected_value_pct,return_pct,pnl,result,total_assets,buy_reason
2026-09-03,14:31,2026-09-08,12:10,4812.T,電通総研,BUY,2852.0,2851.0,350,998200.0,997850.0,2987.957753983581,2784.021123008209,60.68054668383672,41.91354081705207,22.81542255408308,0.0,-0.1450438288920056,-1447.8275,FORCED_CLOSE_BUDGET_BUG,998552.1725,前回選定時の買い理由を保持
2026-09-07,10:24,2026-09-08,12:10,6098.T,6098.T,BUY,16155.0,16105.0,61,985455.0,982405.0,18042.762183589588,15211.118908205206,38.09563191612021,34.869475182756474,26.26599454810051,2.539975301794249,-0.4193314763231198,-4132.323,FORCED_CLOSE_BUDGET_BUG,994419.8495,出来高0.2倍｜上昇トレンド｜25日線上｜75日線上｜MACD買い｜RSI54.6｜AI上昇34.9%/下落26.3%｜日経上昇
2026-09-07,11:22,2026-09-08,12:10,4062.T,4062.T,BUY,22080.0,22080.0,45,993600.0,993600.0,26582.760047711607,19828.619976144197,39.34465875487916,34.86515002168515,32.5810109785142,3.7879151857364977,-0.11,-1092.96,FORCED_CLOSE_BUDGET_BUG,993326.8895,出来高0.6倍｜トレンド中立｜25日線上｜75日線上｜MACD買い｜RSI60.9｜AI上昇34.9%/下落32.6%｜日経上昇
