date,ticker,company,score,testa_score,up_prob,flat_prob,down_prob,price,take_profit,stop_loss,nikkei_uptrend,rsi,vol,result,return,hold_days,exit_price
2022-01-27,5802.T,,38.16960310853653,45.0,22.25137613455847,22.878904477495087,54.86971938794646,317.52545166015625,345.0,304.0,False,35.81928839534568,1.538955407878692,HOLD,5.553648293065213,5,335.1596984863281
2022-01-27,7011.T,,36.88884981240748,75.0,23.805516074468017,27.97456993340674,48.21991399212524,278.7320861816406,299.0,268.0,False,56.898597802160744,1.1042516772262287,HOLD,1.3976689969543963,5,282.6278381347656
2022-01-27,8309.T,,36.25399671479837,55.0,29.00327042325843,25.3192365518405,45.67749302490105,414.37908935546875,442.0,400.0,False,47.51707449267822,1.0326317857257066,HOLD,2.229464293736496,5,423.6175231933594
2022-01-27,2914.T,,36.10543732258256,55.0,28.34300645785483,21.389761844874794,50.267231697270375,1793.0972900390625,1861.0,1759.0,False,41.31684030533814,1.3489897683254006,HOLD,1.9428209565313708,5,1827.9339599609375
2022-01-27,4005.T,,35.96926677358343,55.0,27.737804017858714,22.741944216367692,49.52025176577358,489.8788146972656,525.0,472.0,False,46.58401853339424,1.1954321842851197,HOLD,4.634592731568445,5,512.5827026367188
2022-01-27,8802.T,,35.66705219806359,55.0,30.45259914115217,24.37295396279954,45.174446896048266,1502.986328125,1582.0,1464.0,False,50.97095801354519,1.0736171163400985,HOLD,1.5970483243646436,5,1526.98974609375
2022-01-27,8801.T,,35.37558773466883,55.0,29.157201526064352,24.680342096909172,46.16245637702646,711.2393188476562,764.0,685.0,False,52.1030464641437,1.2827401678701023,HOLD,4.494391761052678,5,743.2052001953125
2022-01-27,7201.T,,35.304511364930434,55.0,24.78333553495651,26.60923261670526,48.60743184833822,555.1497802734375,605.0,530.0,False,46.32880277174452,0.9267124747864018,HOLD,4.586219627260467,5,580.6101684570312
2022-01-27,6146.T,,34.04571045676371,30.0,20.58963101556817,25.251661429312495,54.15870755511937,9857.509765625,10869.0,9352.0,False,38.047332421061256,2.0142131979695432,HOLD,1.7377495148151048,5,10028.80859375
2022-01-27,6902.T,,33.995161862344034,20.0,21.331154170804368,28.440208942726997,50.228636886468635,1814.237548828125,2001.0,1721.0,False,26.19672037687981,1.1358128976057862,HOLD,6.845135125715286,5,1938.424560546875
2022-01-27,6981.T,,33.37002091211859,30.0,23.673522894440126,22.07746967141604,54.24900743414385,2477.529296875,2707.0,2363.0,False,29.52073412051682,1.4487327919142068,WIN,9.262078289626684,3,2707.0
2022-01-27,8015.T,,32.741097599647446,30.0,20.87830817234612,24.42553767959063,54.69615414806327,1269.35595703125,1416.0,1196.0,False,28.31025295420639,1.3550109196796893,WIN,11.552633613641268,5,1416.0
2022-01-27,4502.T,,31.709842864878123,65.0,28.13070258786412,24.697581382107206,47.17171603002864,2698.98046875,2826.0,2636.0,False,53.63495588786635,1.1661594793442152,HOLD,1.1560807104534554,5,2730.182861328125
2022-01-27,4980.T,デクセリアルズ,30.960561773012806,20.0,24.075926720636627,30.493323191159444,45.43075008820393,880.1905517578125,1025.0,808.0,False,24.766451915632857,1.3179558919281327,WIN,16.45205665443593,5,1025.0
2022-01-27,7203.T,トヨタ自動車,29.15930336219624,45.0,22.785309629084725,25.18271492080309,52.03197545011219,1899.679931640625,2072.0,1813.0,False,42.13383335178559,1.1451794317793147,HOLD,6.033294311374667,5,2014.293212890625
2022-01-27,9020.T,,29.057354457747845,10.0,26.728338652792345,19.583921369430467,53.68773997777719,1979.831787109375,2112.0,1914.0,False,31.830415975411015,1.8434731439406322,WIN,6.6757294105069045,3,2112.0
2022-01-27,9501.T,東京電力HD,29.05335115648629,45.0,28.401367458779635,27.51683414045205,44.08179840076829,309.0,328.0,299.0,False,60.686337867416285,1.0865572456012007,WIN,6.148867313915858,3,328.0
2022-01-27,8697.T,,28.99197066688231,10.0,26.437744026723298,19.965583155212496,53.59667281806421,992.2487182617188,1073.0,952.0,False,31.497840280286695,1.6164132910283613,HOLD,3.6271814675804634,5,1028.2393798828125
2022-01-27,6701.T,,28.26216030352028,10.0,23.19414241178095,19.589102650947112,57.21675493727193,869.9005737304688,948.0,831.0,False,27.35056521700018,1.8805745767217592,LOSS,-4.471841369600218,2,831.0
2022-01-27,9984.T,ソフトバンクG,28.250847839701322,10.0,23.143864794807794,26.653636383545376,50.20249882164688,1142.469970703125,1303.0,1062.0,False,29.277433768042854,2.2635652545876863,HOLD,10.720395114323857,5,1264.947265625
2022-01-27,6702.T,,28.07924114823392,10.0,22.38116838828601,25.363690122278776,52.25514148943523,1590.3685302734375,1759.0,1506.0,False,31.185506100728432,1.7695836273817924,LOSS,-5.304967286980442,1,1506.0
2022-01-27,6098.T,,27.181449545506123,10.0,18.39098348727358,28.49299603457243,53.11602047815401,4999.8896484375,5770.0,4615.0,False,22.07555411959069,1.8711729789598728,WIN,15.40254697027493,4,5770.0
2022-01-27,8012.T,,26.383118822325535,30.0,27.113378340770495,21.061070232383962,51.82555142684555,382.7573547363281,409.0,370.0,False,36.52906140814323,1.4303319725795272,HOLD,4.721255684711597,5,400.82830810546875
2022-01-27,4204.T,,26.244969694483668,30.0,26.49938221702886,21.06352632806887,52.43709145490229,1635.89599609375,1755.0,1577.0,False,42.552392433288794,1.2661735296243646,HOLD,5.307851649770246,5,1722.7269287109375
2022-01-27,9104.T,,26.027685609177354,35.0,19.97811961566745,31.875548212412504,48.146332171920044,1811.19287109375,2099.0,1667.0,False,37.72104965895345,1.2226766669687905,WIN,15.89047381422432,3,2099.0
2022-01-27,4503.T,,24.44232753708567,45.0,28.19778422279622,22.397535792461014,49.404679984742764,1567.7711181640625,1674.0,1515.0,False,44.577673244673946,1.4647279950538123,HOLD,6.364614809991388,5,1667.5537109375
2022-01-27,9022.T,,24.01543405531742,10.0,28.66762961783589,22.66005181452451,48.67231856763959,2829.692138671875,2997.0,2746.0,False,37.59206756179256,1.1868981430237806,WIN,5.912581762574761,3,2997.0
2022-01-27,9434.T,,23.71022408466805,10.0,27.31114085939423,21.678894844979002,51.00996429562679,116.0226821899414,119.0,114.0,False,36.51876783790195,1.3518470080786402,HOLD,0.2785499750942391,5,116.34586334228516
2022-01-27,5801.T,,23.646948870097983,35.0,25.62895149995239,21.871781972019168,52.499266528028464,204.56683349609375,219.0,197.0,False,40.1801855928576,1.7317761618451013,HOLD,2.763161310207025,5,210.21934509277344
2022-01-27,5401.T,,23.038349277810166,20.0,23.358847031813294,28.92834709971141,47.712805868475286,265.3846435546875,293.0,252.0,False,39.89777529479388,1.0172608428383207,HOLD,3.7812708282448595,5,275.4195556640625
2022-01-27,4063.T,,22.288491730215064,10.0,20.99233039515874,21.769102339808594,57.23856726503267,3191.54443359375,3469.0,3053.0,False,29.978777372725233,1.3664309302923867,WIN,8.693457734311687,3,3469.0
2022-01-27,9983.T,,21.878304919161916,20.0,24.290050848449088,28.59832137473239,47.1116277768185,20934.001953125,22786.0,20008.0,False,48.61187363044901,1.0016633057097017,LOSS,-4.4234349227562175,5,20008.0
2022-01-27,4188.T,,21.454910893018802,45.0,29.12327546655699,23.968431504901663,46.908293028541316,739.6620483398438,786.0,717.0,False,46.84977015960831,1.0587954391554688,LOSS,-3.0638381934977263,5,717.0
2022-01-27,7202.T,,21.38237966076294,0.0,28.076276753149298,20.90809224774397,51.01563099910672,1111.892578125,1215.0,1061.0,False,32.94408217367332,1.033493794468744,HOLD,9.004400664688761,5,1212.0118408203125
2022-01-27,7272.T,,21.085822482694727,0.0,26.758244850623914,21.334560681840458,51.907194467535625,741.9916381835938,810.0,708.0,False,32.485379292472814,1.0248913849019914,HOLD,7.074942721315189,5,794.4871215820312
2022-01-27,6501.T,,20.616585994956733,0.0,24.672749349566157,25.27248555101939,50.05476509941447,1110.6533203125,1217.0,1057.0,False,31.375294515861285,1.0617919297202874,TIMEOUT_LOSS,-1.7791229120669931,5,1090.8934326171875
2022-01-27,9021.T,,20.19765647867883,10.0,27.931613335190935,22.613621249984618,49.45476541482445,2113.15234375,2254.0,2043.0,False,42.23151895182364,1.0694405736624462,HOLD,3.1467608005663927,5,2179.648193359375
2022-01-27,4568.T,,19.843384591763208,10.0,26.357071615565943,23.731647056581348,49.911281327852706,2319.5791015625,2547.0,2206.0,False,27.95392150506028,1.3549185785875284,TIMEOUT_LOSS,-1.438122908377185,5,2286.220703125
2022-01-27,4543.T,,19.749721263791574,10.0,25.940790157914233,25.107153129516448,48.95205671256932,1918.269287109375,2095.0,1830.0,False,30.649662636976203,1.134638495041219,HOLD,6.835665134447491,5,2049.395751953125
2022-01-27,7211.T,,19.56118659477876,10.0,25.102858295635063,23.992632372875423,50.90450933148952,280.2670593261719,311.0,265.0,False,34.69377156865767,1.2985063673786037,HOLD,5.863188741991189,5,296.69964599609375
2022-01-27,9101.T,,18.97449522248034,20.0,21.529157510540642,31.233293189058863,47.237549300400495,1726.5435791015625,1981.0,1599.0,False,36.95611046292785,1.2731659018359298,WIN,14.737908963227467,3,1981.0
2022-01-27,6861.T,,18.78009606229064,10.0,21.63134481791008,30.48052077594513,47.88813440614481,54852.0390625,60850.0,51853.0,False,23.921911703940225,1.2134528882575757,WIN,10.934800310095582,4,60850.0
2022-01-27,9107.T,,18.73160351132967,20.0,20.44963879431544,32.95321817519765,46.59714303048691,489.47314453125,588.0,440.0,False,39.674121143724236,1.0913412810295249,TIMEOUT_LOSS,-1.4262996525481302,5,482.4917907714844
2022-01-27,2413.T,,18.644092708279025,10.0,21.026885466747355,29.61093039161104,49.36218414164162,3975.786865234375,4582.0,3673.0,False,23.747684449754573,1.4549667308994474,TIMEOUT_LOSS,-1.5872877463881556,5,3912.6796875
2022-01-27,3659.T,,18.077685294960165,10.0,28.654446721562092,25.267238532915957,46.078314745521965,1950.806640625,2182.0,1835.0,False,41.86087208374859,1.9983900244653146,WIN,11.85116733562739,3,2182.0
2022-01-27,4523.T,,17.120927437575823,0.0,25.368373152510898,24.823329724913368,49.80829712257576,5058.53759765625,5503.0,4836.0,False,25.20190924890838,1.091441548079368,HOLD,1.20566975405615,5,5119.52685546875
2022-01-27,2768.T,,16.821489001505867,25.0,30.75251150427728,24.43554956695401,44.811938928768704,1434.0667724609375,1520.0,1391.0,False,47.81238072628369,0.9892415873649653,WIN,5.9922751987061496,5,1520.0
2022-01-27,4689.T,,16.77565422353242,0.0,23.833825534540228,26.40918506229122,49.75698940316855,505.1349182128906,565.0,475.0,False,22.759029070060294,1.0868457959517208,WIN,11.85130538963831,4,565.0
2022-01-27,4004.T,,16.613404853078848,0.0,23.112717221413227,23.762455967317393,53.12482681126941,2065.521240234375,2286.0,1955.0,False,31.462382314875725,1.104755192495223,HOLD,8.802493979285789,5,2247.338623046875
2022-01-27,6301.T,,15.752403902913779,25.0,26.00102217720133,23.63491477225716,50.364063050541475,2291.993896484375,2467.0,2205.0,False,39.94230419635753,1.1141574963899816,HOLD,1.7278960273463793,5,2331.59716796875
2022-01-27,4755.T,,15.743788417309851,0.0,19.24775528466213,23.827575384819315,56.92466933051858,957.5258178710938,1068.0,902.0,False,26.911324642291376,1.3902379694171134,HOLD,3.1088079929102967,5,987.29345703125
2022-01-27,7270.T,,13.543665642244349,15.0,27.295518796448313,20.185335998225256,52.51914520532645,1730.919921875,1866.0,1664.0,False,37.77746822112396,1.0837560990009658,HOLD,4.161577229864449,5,1802.9534912109375
2022-01-27,5711.T,,12.616771822922878,25.0,28.29676365743502,22.795429930299274,48.90780641226569,1728.013671875,1860.0,1662.0,False,46.11656572066847,1.0710152551288796,HOLD,3.4930200069398682,5,1788.37353515625
2022-01-27,7012.T,,11.906969596188283,25.0,25.142087094170147,24.437934278943395,50.41997862688646,398.4125061035156,434.0,380.0,False,47.30796360571113,1.054245187876832,TIMEOUT_LOSS,-1.8357233040277265,5,391.0987548828125
2022-01-27,5803.T,フジクラ,11.787595501291928,25.0,24.611535561297455,24.377796936609588,51.01066750209294,83.10626983642578,93.0,78.0,False,41.328669640297484,1.2912660894814185,WIN,11.904914253819344,2,93.0
2022-01-27,7013.T,,9.31060736055914,15.0,24.71381049137396,26.36040830358139,48.92578120504464,290.9134826660156,319.0,277.0,False,37.15935290561955,0.8895482518428349,HOLD,5.570526903685679,5,307.118896484375
2022-01-27,5411.T,,9.085694116910883,15.0,23.714196075159478,30.545778056725624,45.74002586811488,1141.184814453125,1256.0,1084.0,False,40.621861278609224,0.8754818576760692,HOLD,4.70913997047254,5,1194.9248046875
2022-01-27,4519.T,,5.867967713536552,0.0,26.079856504606898,20.283328589402092,53.63681490599104,3228.567138671875,3461.0,3113.0,False,36.93133986375573,1.276614297218418,WIN,7.199257483111847,4,3461.0
2022-01-27,6503.T,,5.681373109633179,0.0,25.25054715392524,18.93258527020024,55.81686757587453,1290.2850341796875,1369.0,1251.0,False,35.688322309965116,1.2493095339551474,LOSS,-3.044678744542936,4,1251.0
2022-01-27,7261.T,,4.74128589263958,0.0,21.072381745064796,26.159386843488214,52.76823141144702,711.1405639648438,782.0,675.0,False,35.47400263230456,1.130504778088902,HOLD,3.1177822062671487,5,733.3123779296875
2022-01-28,8354.T,,59.342723658626824,95.0,36.45075249244773,33.27157445306834,30.277673054483966,1952.302490234375,2109.0,1874.0,False,67.61456950188835,1.303322735841094,HOLD,0.874118112990333,5,1969.367919921875
2022-01-28,5713.T,,59.0145364774246,90.0,40.54769835377116,30.291411054837635,29.16089059139122,4531.62646484375,4887.0,4354.0,False,71.9155746538981,1.1001534842927763,HOLD,1.03871758068376,5,4578.697265625
2022-01-28,3382.T,,59.01124135267728,90.0,40.5330533548942,30.813115126568846,28.653831518536947,1631.0792236328125,1747.0,1573.0,False,66.53408721599283,1.003285621710115,WIN,7.106998525123971,2,1747.0
2022-01-28,7186.T,,57.450671140778226,85.0,39.15274130200951,30.790097637527115,30.057161060463383,409.6355285644531,443.0,393.0,False,64.47593102110591,1.0278518456309298,HOLD,1.046030388133387,5,413.9204406738281
2022-01-28,8331.T,,57.1422320648587,85.0,37.78190096458942,33.9122891389405,28.30580989647007,653.4329223632812,704.0,628.0,False,63.890271490030266,0.7590357144273909,HOLD,1.5999951428401962,5,663.8878173828125
2022-01-28,8001.T,,55.846725813621035,75.0,43.13520651464421,29.199681496399077,27.665111988956703,640.5534057617188,681.0,620.0,False,57.451177936850684,1.093611360756012,HOLD,1.9813094584598678,5,653.2447509765625
2022-01-28,8309.T,,53.82494962955172,75.0,44.29446212167912,26.933542858503206,28.771995019817677,418.1159973144531,448.0,403.0,False,50.6902476241013,1.5194657931208264,HOLD,2.184707855183903,5,427.2506103515625
2022-01-28,8053.T,,50.43557485803092,100.0,42.032506615403115,28.98019610824981,28.987297276347068,365.13958740234375,383.0,356.0,False,62.900189607796236,1.2869594995227964,HOLD,2.9994164595189896,5,376.0916442871094
2022-01-28,6857.T,,48.403498106301214,30.0,33.67738288790875,32.095374014679805,34.22724309741145,2206.849365234375,2498.0,2061.0,False,34.742713877912806,2.3095713748837947,HOLD,3.3805993967423205,5,2281.4541015625
2022-01-28,8058.T,三菱商事,46.924839640524624,85.0,43.09590564870845,27.857069321405607,29.047025029885937,1127.0489501953125,1191.0,1095.0,False,61.153537022101126,1.160228950804867,LOSS,-2.8436165252413,4,1095.0
2022-01-28,8316.T,,46.852253697062395,85.0,42.773301455542985,29.062526973143566,28.16417157131345,1173.228271484375,1239.0,1140.0,False,59.84604321450349,1.0566169419216203,HOLD,0.1187170731798675,5,1174.62109375
2022-01-28,8002.T,,46.75858993119917,85.0,42.357018051706426,28.931587343763397,28.71139460453017,988.7489624023438,1068.0,949.0,False,60.09081853195948,1.1834800766503053,TIMEOUT_LOSS,-0.4680838113731131,5,984.1207885742188
2022-01-28,9501.T,東京電力HD,46.618084897850416,70.0,38.10936283102599,31.933661177171363,29.956975991802647,323.0,345.0,312.0,False,70.32677002503193,2.28608910844651,LOSS,-3.4055727554179565,1,312.0
2022-01-28,7182.T,,46.47828754860486,85.0,41.11122968462062,30.976686718743203,27.9120835966362,930.9854125976562,981.0,906.0,False,69.43015252094554,0.8337637017592646,HOLD,2.5777890831897303,5,954.9842529296875
2022-01-28,8306.T,三菱UFJ,46.261080255857806,85.0,40.14586393907817,31.065979748204708,28.788156312717135,597.6880493164062,639.0,577.0,False,61.94586603144565,1.0162056544132074,HOLD,3.5826320923896917,5,619.1010131835938
2022-01-28,8308.T,,46.00895546730588,85.0,39.02530932329182,33.28128994230787,27.69340073440031,435.15826416015625,465.0,420.0,False,58.66997743411292,0.7994174100844993,WIN,6.857674160787799,5,465.0
2022-01-28,8411.T,,45.98146429336791,85.0,38.903126328011936,32.7743271127178,28.32254655927028,1316.6722412109375,1388.0,1281.0,False,58.02058715818501,0.8091441558880953,HOLD,0.38191467061690704,5,1321.7008056640625
2022-01-28,6981.T,,45.29462160470759,30.0,36.092038049908126,29.44510688789917,34.462855062192716,2501.921142578125,2730.0,2388.0,False,32.525132005333745,1.5115710246360015,HOLD,3.11966321973866,5,2579.97265625
2022-01-28,9433.T,,44.58134848060784,75.0,43.791500493522776,27.679376632325297,28.529122874151923,1542.4622802734375,1622.0,1503.0,False,53.889724895034654,1.1028651306002748,WIN,5.156542285913311,4,1622.0
2022-01-28,8031.T,三井物産,44.477674512467786,75.0,43.33072730178918,28.32391020948979,28.345362488721033,1233.939453125,1309.0,1196.0,False,56.987886433573614,1.015074334746147,HOLD,4.203312640377855,5,1285.8057861328125
2022-01-28,4005.T,,44.39011092212851,75.0,42.94155578917015,28.51113715110014,28.547307059729697,504.7236022949219,541.0,487.0,False,55.677349132546496,1.0864694600235547,LOSS,-3.5115461639468872,2,487.0
2022-01-28,9432.T,,44.2284672167376,75.0,42.22313932076611,30.956802691756195,26.820057987477714,112.27082824707031,117.0,110.0,False,51.598463511054426,0.8279043458716334,WIN,4.212289003980955,5,117.0
2022-01-28,6920.T,,43.8013481664962,30.0,29.455267213413034,38.65133756291531,31.8933952236717,22832.869140625,27340.0,20579.0,False,26.482118833873614,1.8656910345492717,TIMEOUT_LOSS,-3.389139953717695,5,22059.03125
2022-01-28,7201.T,,43.13422148481963,75.0,37.35982495668627,33.17769591894692,29.46247912436684,568.7725219726562,619.0,544.0,False,51.67355030901148,0.8109787781436393,TIMEOUT_LOSS,-1.024115953512744,5,562.9476318359375
2022-01-28,9509.T,北海道電力,42.270206901205654,30.0,42.940049995696626,26.885386930146637,30.17456307415674,459.650634765625,486.0,447.0,False,49.53496128208148,1.642974510216979,LOSS,-2.752228281393658,2,447.0
2022-01-28,8035.T,,41.97227821633514,20.0,32.437178546030566,33.7649865802895,33.79783487367995,15804.03125,17854.0,14779.0,False,26.97219935376964,1.5020126117999473,HOLD,5.7957423837668,5,16719.9921875
2022-01-28,4502.T,,41.15864500956552,75.0,42.782383617392625,28.333267221559655,28.884349161047705,2731.824951171875,2859.0,2668.0,False,58.10247290923221,1.0927116934520527,HOLD,1.7132495438826656,5,2778.6279296875
2022-01-28,2768.T,,40.778102568618266,75.0,41.09108387984931,28.902692978145073,30.006223142005638,1462.781005859375,1549.0,1420.0,False,54.89206345517382,0.7397847173250662,WIN,5.894183325819975,4,1549.0
2022-01-28,4188.T,,40.477720004853985,65.0,40.72223383799838,28.095846649698718,31.181919512302887,764.04931640625,813.0,739.0,False,57.80825079033547,1.2996468725666819,LOSS,-3.2784947081781195,4,739.0
2022-01-28,7011.T,,39.56166001693509,75.0,35.68467253903519,34.103963211045716,30.21136424991912,285.6888122558594,306.0,275.0,False,63.30957113062093,0.7935888429214477,TIMEOUT_LOSS,-1.4935077906192107,5,281.4220275878906
2022-01-28,2914.T,,39.53118691982037,55.0,43.568560223356215,28.059567601657086,28.371872174986684,1822.8450927734375,1893.0,1788.0,False,51.69350460015058,0.9001819252469725,TIMEOUT_LOSS,-0.3435670610370617,5,1816.5823974609375
2022-01-28,7267.T,,39.37115195300688,55.0,42.85729370418515,27.27578159789999,29.866924697914865,930.247802734375,990.0,901.0,False,49.37508567393722,0.9556146241144811,HOLD,2.6817805445510126,5,955.1950073242188
2022-01-28,8801.T,,39.268555297742104,60.0,40.90372402861226,30.14732777059762,28.948948200790127,732.8012084960938,787.0,706.0,False,59.99342464582427,1.2835226190327824,HOLD,0.08229904262084262,5,733.404296875
2022-01-28,8802.T,,39.247316415871545,60.0,40.80932899807643,30.27549829981791,28.91517270210565,1530.6824951171875,1611.0,1491.0,False,58.18265407471499,0.9382576527274802,LOSS,-2.592470694854941,3,1491.0
2022-01-28,4204.T,,38.9403147688099,30.0,42.34342795799566,25.552415970513366,32.10415607149097,1648.920654296875,1766.0,1590.0,False,45.22189253736163,1.534129527138557,HOLD,2.632951627477669,5,1692.3359375
2022-01-28,6302.T,,38.87126835413753,65.0,43.727376259934886,27.354674691396085,28.917949048669005,2470.892822265625,2646.0,2383.0,False,56.641074620189585,1.0736416004982097,LOSS,-3.5571280742575393,2,2383.0
2022-01-28,7203.T,トヨタ自動車,38.38989758008488,55.0,38.49616315786514,31.153283407311584,30.35055343482331,1964.6712646484375,2142.0,1876.0,False,49.99714583556375,0.9362995104364994,HOLD,1.8104658417143604,5,2000.240966796875
2022-01-28,7269.T,スズキ,38.17167548820706,55.0,41.58425820845648,30.93614333452325,27.47959845702027,1094.1749267578125,1188.0,1047.0,False,56.01632482942019,1.0373967613412904,HOLD,3.610695442986938,5,1133.6822509765625
