date,equity
2025-01-27,0.7981459606476582
2025-01-28,0.7859706068115967
2025-01-29,0.7780251584954648
2025-01-30,0.7757901044037869
2025-01-31,0.7624041987841652
2025-02-03,0.7761136124677568
2025-02-04,0.7848978074452327
2025-02-05,0.7893075060361523
2025-02-06,0.79163955094035
2025-02-07,0.80596103008918
2025-02-10,0.8165704080125357
2025-02-12,0.8149595372985473
2025-02-13,0.804720682020851
2025-02-14,0.7881726985414768
2025-02-18,0.774436997967804
2025-02-19,0.7675585893585808
2025-02-20,0.7561638332092848
2025-02-21,0.7525617436765424
2025-02-25,0.7440509545026004
2025-02-26,0.7392281514975063
2025-02-27,0.7324138119918838
2025-02-28,0.7309090345236097
2025-03-03,0.7243906548611764
2025-03-04,0.7274462663507727
2025-03-05,0.7165147329118833
2025-03-06,0.7088675665806238
2025-03-07,0.714428954852979
2025-03-10,0.7088109453443623
2025-03-11,0.7508756530826168
2025-03-12,0.793921306431153
2025-03-13,0.8426680746460257
2025-03-14,0.8740229876417183
2025-03-17,0.8854170691351567
2025-03-18,0.8887655555057041
2025-03-19,0.8926276458287199
2025-03-21,0.8771689579623225
2025-03-24,0.8420821996438296
2025-03-25,0.8083989116580763
2025-03-26,0.7760629551917533
2025-03-27,0.7450204369840832
2025-03-28,0.7152196195047198
2025-03-31,0.686610834724531
2025-04-01,0.6591464013355497
2025-04-02,0.6327805452821277
2025-04-03,0.6074693234708426
2025-04-04,0.5831705505320088
2025-04-07,0.6234623340233113
2025-04-08,0.5985238406623788
2025-04-09,0.6464057479153692
2025-04-10,0.6205495179987545
2025-04-11,0.6141804234003855
2025-04-14,0.6091218100949242
2025-04-15,0.6137898981486517
2025-04-16,0.637353850329395
2025-04-17,0.6609822957988793
2025-04-21,0.706686217088391
2025-04-22,0.757252828131143
2025-04-23,0.7946611178408214
2025-04-24,0.8233700567708162
2025-04-25,0.8388568990204419
2025-04-28,0.8496476491305684
2025-04-30,0.8607239648474161
2025-05-01,0.877609804085059
2025-05-02,0.9104723021125714
2025-05-07,0.9523871360934628
2025-05-08,0.9828029179943386
2025-05-09,0.9993408107325887
2025-05-12,1.0025114465775495
2025-05-13,0.9939718718007935
2025-05-14,0.9746707452720073
2025-05-15,0.9670948953883021
2025-05-16,0.9642287777892422
2025-05-19,0.9757206316772575
2025-05-20,0.977104380936727
2025-05-21,0.9853031749694962
2025-05-22,1.0161252497428601
2025-05-23,1.0316627285616553
2025-05-27,1.02510698085925
2025-05-28,1.0210438295532986
2025-05-29,0.9959911268627135
2025-05-30,0.9684746083669337
2025-06-02,0.9590980132950174
2025-06-03,0.957920938460519
2025-06-04,0.9527394570206643
2025-06-05,0.9651164086941418
2025-06-06,0.9673098550775375
2025-06-09,0.980605968721876
2025-06-10,0.9952348268552633
2025-06-11,1.0149857143736727
2025-06-12,1.0288633372320182
2025-06-13,1.0390771441798123
2025-06-16,1.050015792661269
2025-06-17,1.0477153035155293
2025-06-18,1.0457436938080047
2025-06-20,1.0604886798906976
2025-06-23,1.1065524518226773
2025-06-24,1.12425729105184
2025-06-25,1.1542545196812688
2025-06-26,1.178577810377825
2025-06-27,1.1882742914541153
2025-06-30,1.1968082613654676
2025-07-01,1.177898690835893
2025-07-02,1.2031485554994479
2025-07-03,1.1983250235633092
2025-07-07,1.2226619154054947
2025-07-08,1.2203166275495805
2025-07-09,1.219029748196892
2025-07-10,1.2241607552279388
2025-07-11,1.239128902644135
2025-07-14,1.2721460554954984
2025-07-15,1.3543382556446484
2025-07-16,1.4503731501358141
2025-07-17,1.5411005832820373
2025-07-18,1.640263400813585
2025-07-22,1.7214564391538576
2025-07-23,1.7334440358119652
2025-07-24,1.715274390600227
2025-07-25,1.7289030253037232
2025-07-28,1.7219716959022782
2025-07-29,1.761123070551838
2025-07-30,1.7963295217531425
2025-07-31,1.8265078577185951
2025-08-01,1.8857365261593426
2025-08-04,2.0080865405884265
2025-08-05,2.111667295418415
2025-08-06,2.211357188737577
2025-08-07,2.316637894168656
2025-08-08,2.450939710996961
2025-08-12,2.5528096778940346
2025-08-13,2.627653416177746
2025-08-14,2.706817447279683
2025-08-15,2.705783935163449
2025-08-18,2.7516838699181307
2025-08-19,2.6948490903503672
2025-08-20,2.679414954651088
2025-08-21,2.7053078464401255
2025-08-22,2.7178752310722247
2025-08-25,2.71765285946241
2025-08-26,2.76758355427126
2025-08-27,2.789095226443096
2025-08-28,2.8137153306692433
2025-08-29,2.8352018841034448
2025-09-02,2.8771886465507586
2025-09-03,3.024186830129079
2025-09-04,3.1574434989075852
2025-09-05,3.2559557360735014
2025-09-08,3.2686243638465875
2025-09-09,3.3410392508892617
2025-09-10,3.3931898362872333
2025-09-11,3.418330288256089
2025-09-12,3.4414506312966573
2025-09-16,3.4743634136977857
2025-09-17,3.6013040187855254
2025-09-18,3.7632644822485433
2025-09-19,3.78255976559389
2025-09-22,3.7518178707716996
2025-09-24,3.7245660300558217
2025-09-25,3.6172985283902137
2025-09-26,3.543209677622367
2025-09-29,3.5650809446324176
2025-09-30,3.5949628049137914
2025-10-01,3.745787835319947
2025-10-02,4.004894195674034
2025-10-03,4.186425127125222
2025-10-06,4.200430622095968
2025-10-07,4.223723919182137
2025-10-08,4.209632040288139
2025-10-09,4.066466281536158
2025-10-10,4.074118631720503
2025-10-14,4.285343164054158
2025-10-15,4.429837144013038
2025-10-16,4.427904124168378
2025-10-17,4.571569486160713
2025-10-20,4.587528419639673
2025-10-21,4.5999147463727
2025-10-22,4.573151606030168
2025-10-23,4.6379240624137585
2025-10-24,4.706228034969307
2025-10-27,4.687231987264521
2025-10-28,4.657063257746492
2025-10-29,4.598511271515006
2025-10-30,4.524600653987384
2025-10-31,4.451096459726697
2025-11-04,4.437662241320977
2025-11-05,4.5670806092315015
2025-11-06,4.699692022557732
2025-11-07,4.884176296679589
2025-11-10,4.987188014936831
2025-11-11,5.026224095671928
2025-11-12,4.951881672002308
2025-11-13,4.8858415773402415
2025-11-14,4.782394986125465
2025-11-17,4.70222465563078
2025-11-18,4.8429066678278785
2025-11-19,5.064183476123359
2025-11-20,5.098988228013807
2025-11-21,5.177049102340855
2025-11-25,5.293109130398788
2025-11-26,5.21890936422538
2025-11-28,5.127483561090268
2025-12-01,5.131865228860654
2025-12-02,5.236897403878002
2025-12-03,5.321691501009126
2025-12-04,5.325327990201482
2025-12-05,5.414482856304105
2025-12-08,5.430997029015833
2025-12-09,5.3653724815818915
2025-12-10,5.2791688303778095
2025-12-11,5.224881377572091
2025-12-12,5.08642202106643
2025-12-15,4.935906316093039
2025-12-16,4.926816021960901
2025-12-17,4.942376549230262
2025-12-18,5.046166456764096
2025-12-19,5.171816001537522
2025-12-22,5.134923714059887
2025-12-23,5.259702360311542
2025-12-24,5.487973442749063
2025-12-26,5.742523944268574
2025-12-29,5.907956488229711
2025-12-30,6.112174850839518
2026-01-05,6.259936677858564
2026-01-06,6.373606694700678
2026-01-07,6.6444849792254566
2026-01-08,6.881471610151165
2026-01-09,7.119570527862395
2026-01-13,7.136776156638063
2026-01-14,7.032460278481869
2026-01-15,6.782514919417492
2026-01-16,6.522235909384846
2026-01-20,6.507234766793261
2026-01-21,6.4154827565814765
2026-01-22,6.251299860369295
2026-01-23,6.093141973901952
2026-01-26,6.102383239229036
2026-01-27,6.234703249132986
2026-01-28,6.483363997052573
2026-01-29,6.822660046231658
2026-01-30,7.139060905875651
2026-02-02,7.598162014297671
2026-02-03,7.89949245618136
2026-02-04,7.855255298426743
2026-02-05,8.24749437966152
2026-02-06,8.423372197307803
2026-02-09,8.636553708668
2026-02-10,8.575090234774645
2026-02-12,8.34356279843573
2026-02-13,8.321660946089837
2026-02-17,8.499259060114303
2026-02-18,8.515690960963857
2026-02-19,8.525058221020918
2026-02-20,8.661388110405412
2026-02-24,8.848979341229942
2026-02-25,8.848979341229942
2026-02-26,8.671999754405343
2026-02-27,8.411839761773182
2026-03-02,8.159484568919986
2026-03-03,7.833105186163186
2026-03-04,7.899425476739367
2026-03-05,7.5955609100674595
2026-03-06,7.291738473664761
2026-03-09,7.628009146275267
2026-03-10,7.719481689287684
2026-03-11,7.6509712892952555
2026-03-12,7.636753234315982
2026-03-13,7.588768968160363
2026-03-16,7.533687153399799
2026-03-17,7.58485344531664
2026-03-18,7.281459307503974
2026-03-19,7.115138641155071
2026-03-23,7.461942357089371
2026-03-24,7.566098635823743
2026-03-25,7.436529196685261
2026-03-26,7.251421590764437
2026-03-27,6.986563417161766
2026-03-30,6.904121968839257
2026-03-31,7.309566531459342
2026-04-01,7.178055246947503
2026-04-02,7.214723145833993
2026-04-06,7.216045845077397
2026-04-07,7.412021623486624
2026-04-08,7.3787910598746596
2026-04-09,7.520156398596758
2026-04-10,7.600496736121768
2026-04-13,7.697909769289729
2026-04-14,7.636583088127721
2026-04-15,7.642755992790624
2026-04-16,7.504995316020573
2026-04-17,7.480041206594805
2026-04-20,7.531404156213422
2026-04-21,7.58531645763165
2026-04-22,7.627351753001024
2026-04-23,7.674704895134239
2026-04-24,7.715700610449081
2026-04-27,7.725345236212142
2026-04-28,7.5708383314878995
2026-04-30,7.900548340824197
2026-05-01,8.26693627012992
2026-05-07,8.488834617847324
2026-05-08,8.676154901747822
2026-05-11,8.877080189014132
2026-05-12,8.90526491861425
2026-05-13,8.853688592627277
2026-05-14,8.875822814108846
2026-05-15,8.787064585967757
2026-05-18,8.689454943525298
2026-05-19,8.481197673378809
2026-05-20,8.73273586104177
2026-05-21,9.003741763929431
2026-05-22,9.067143112183768
2026-05-26,8.760220317836346
2026-05-27,8.572240590182775
2026-05-28,8.612172944265376
2026-05-29,8.69829467370803
2026-06-01,8.606165235955674
2026-06-02,8.666766982825527
2026-06-03,8.407341757806282
2026-06-04,8.128778500897633
2026-06-05,7.8326877440024365
2026-06-08,7.664937681485052
2026-06-09,7.44693407892748
2026-06-10,7.353971518508869
2026-06-11,7.73411056291979
2026-06-12,7.965682723357881
2026-06-15,7.927049162149595
2026-06-16,7.7757746406385735
2026-06-17,7.7383861242415035
2026-06-18,7.7396758552622105
2026-06-22,7.6181629443345935
2026-06-23,7.527506805297012
2026-06-24,7.54268727735436
2026-06-25,7.482031500498969
2026-06-26,7.562338638604324
2026-06-29,7.780512108328058
2026-06-30,7.935992675292813
2026-07-01,8.096035194244552
2026-07-02,8.159454136599468
2026-07-06,7.9838898817603035
2026-07-07,8.055079566539334
2026-07-08,8.308814572885323
2026-07-09,8.601077125486563
2026-07-10,8.567532924697165
2026-07-13,8.624578414754108
2026-07-14,8.604598141426594
2026-07-15,8.3826712143623
2026-07-16,8.290950820158487
2026-07-17,8.694374668816032
2026-07-21,8.698287137417
2026-07-22,8.70379605260403
2026-07-23,8.536320510225174
2026-07-24,8.464473145930778
2026-07-27,8.243197710440905
2026-07-28,7.953174537661892
2026-07-29,7.897237210080337
2026-07-30,8.039913962342455
2026-07-31,7.984036560304175
2026-08-03,7.950969342216915
2026-08-04,8.096207048868077
2026-08-05,8.090067425189353
2026-08-06,8.069302918798034
2026-08-07,8.357511521381102
