strategy,up,score,nikkei,tp,sl,hold,dev_signals,dev_losses,dev_holds,dev_avg_return,dev_pf,dev_dd,dev_annual_signals,dev_positive_months,dev_months,dev_monthly_positive_ratio,dev_monthly_plus5_ratio,dev_avg_month_return,dev_avg_month_profit_jpy,dev_worst_month_return,dev_oos_cumulative_return,dev_compound_return,dev_compound_final_capital,dev_expected_value,dev_avg_win,dev_avg_loss,devh1_signals,devh1_losses,devh1_holds,devh1_avg_return,devh1_pf,devh1_dd,devh1_annual_signals,devh1_positive_months,devh1_months,devh1_monthly_positive_ratio,devh1_monthly_plus5_ratio,devh1_avg_month_return,devh1_avg_month_profit_jpy,devh1_worst_month_return,devh1_oos_cumulative_return,devh1_compound_return,devh1_compound_final_capital,devh1_expected_value,devh1_avg_win,devh1_avg_loss,devh2_signals,devh2_losses,devh2_holds,devh2_avg_return,devh2_pf,devh2_dd,devh2_annual_signals,devh2_positive_months,devh2_months,devh2_monthly_positive_ratio,devh2_monthly_plus5_ratio,devh2_avg_month_return,devh2_avg_month_profit_jpy,devh2_worst_month_return,devh2_oos_cumulative_return,devh2_compound_return,devh2_compound_final_capital,devh2_expected_value,devh2_avg_win,devh2_avg_loss,dev_objective,devh1_objective,devh2_objective,stability_objective,validation_signals,validation_losses,validation_holds,validation_avg_return,validation_pf,validation_dd,validation_annual_signals,validation_positive_months,validation_months,validation_monthly_positive_ratio,validation_monthly_plus5_ratio,validation_avg_month_return,validation_avg_month_profit_jpy,validation_worst_month_return,validation_oos_cumulative_return,validation_compound_return,validation_compound_final_capital,validation_expected_value,validation_avg_win,validation_avg_loss,validation_avg_lower,validation_pass,oos_signals,oos_losses,oos_holds,oos_avg_return,oos_pf,oos_dd,oos_annual_signals,oos_positive_months,oos_months,oos_monthly_positive_ratio,oos_monthly_plus5_ratio,oos_avg_month_return,oos_avg_month_profit_jpy,oos_worst_month_return,oos_oos_cumulative_return,oos_compound_return,oos_compound_final_capital,oos_expected_value,oos_avg_win,oos_avg_loss,oos_pf_ratio,oos_insufficient_data,oos_pass,diagnostic_fold,fold
UP20_SCORE80_NIKKEION_TP3.5_SL1.75_H3,20,80,True,3.5,1.75,3,88,11,23,7.143268341201874,17.091969166478524,-16.11623051349117,42.62864721485411,20,21,95.23809523809524,95.23809523809524,37.296693720144425,372966.9372014443,-3.316792997595319,38830.10849150054,38830.10849150054,389301084.9150054,7.143268341201874,8.671052602883803,-3.551221490571655,37,6,11,5.810151211066822,16.71635316882108,-4.28729492894544,37.12706043956044,9,10,90.0,90.0,25.19185408000398,251918.5408000398,-3.316792997595319,679.2261535629092,679.2261535629092,7792261.535629092,5.810151211066822,7.375937429756407,-2.2797442521626907,51,5,12,8.110431749339067,17.294366502039665,-16.11623051349116,67.00629496402877,11,11,100.0,100.0,48.30109339299938,483010.9339299937,6.849693686560476,4895.996131995534,4895.996131995534,49959961.31995534,8.110431749339067,9.543847610860963,-5.076994176662413,160.5641321322143,159.87138115213165,161.51651308459526,159.87138115213165,60,7,11,8.214775607488553,19.993599276349908,-15.873005101034654,44.36234817813765,9,13,69.23076923076923,69.23076923076923,52.82935842183509,528293.5842183508,-5.107889368031704,10391.13554661564,10391.13554661564,104911355.4661564,8.214775607488553,9.789371230042738,-3.707162677564574,6.451809012174087,True,59,14,13,4.305154364462479,6.660916867020744,-19.156742936234505,64.90888554216868,9,11,81.81818181818183,72.72727272727273,29.172327623809505,291723.2762380951,-8.638874910678396,1016.7530448666672,1016.7530448666672,11167530.448666671,4.305154364462479,6.641641995870662,-3.2049844507781096,0.3331524641938698,False,True,1,1
UP25_SCORE80_NIKKEION_TP3.5_SL1.75_H3,25,80,True,3.5,1.75,3,88,11,23,7.143268341201874,17.091969166478524,-16.11623051349117,42.62864721485411,20,21,95.23809523809524,95.23809523809524,37.296693720144425,372966.9372014443,-3.316792997595319,38830.10849150054,38830.10849150054,389301084.9150054,7.143268341201874,8.671052602883803,-3.551221490571655,37,6,11,5.810151211066822,16.71635316882108,-4.28729492894544,37.12706043956044,9,10,90.0,90.0,25.19185408000398,251918.5408000398,-3.316792997595319,679.2261535629092,679.2261535629092,7792261.535629092,5.810151211066822,7.375937429756407,-2.2797442521626907,51,5,12,8.110431749339067,17.294366502039665,-16.11623051349116,67.00629496402877,11,11,100.0,100.0,48.30109339299938,483010.9339299937,6.849693686560476,4895.996131995534,4895.996131995534,49959961.31995534,8.110431749339067,9.543847610860963,-5.076994176662413,160.5641321322143,159.87138115213165,161.51651308459526,159.87138115213165,60,7,11,8.214775607488553,19.993599276349908,-15.873005101034654,44.36234817813765,9,13,69.23076923076923,69.23076923076923,52.82935842183509,528293.5842183508,-5.107889368031704,10391.13554661564,10391.13554661564,104911355.4661564,8.214775607488553,9.789371230042738,-3.707162677564574,6.451809012174087,True,59,14,13,4.305154364462479,6.660916867020744,-19.156742936234505,64.90888554216868,9,11,81.81818181818183,72.72727272727273,29.172327623809505,291723.2762380951,-8.638874910678396,1016.7530448666672,1016.7530448666672,11167530.448666671,4.305154364462479,6.641641995870662,-3.2049844507781096,0.3331524641938698,False,True,1,1
UP30_SCORE80_NIKKEION_TP4.0_SL1.75_H3,30,80,True,4.0,1.75,3,88,12,31,7.479323605596784,17.506829611673503,-16.11623051349117,42.62864721485411,20,21,95.23809523809524,95.23809523809524,39.4754295495209,394754.29549520905,-3.316792997595319,50580.14870622302,50580.14870622302,506801487.0622302,7.479323605596784,9.184917092502715,-3.322768478140793,37,7,12,6.09003115491392,16.55268161744548,-4.287294928945428,37.12706043956044,9,10,90.0,90.0,26.48644434979351,264864.4434979351,-3.316792997595319,752.7295007760454,752.7295007760454,8527295.007760454,6.09003115491392,7.993980119539751,-2.0697501220539225,51,5,19,8.48724165805298,18.051401262203324,-16.11623051349117,67.00629496402877,11,11,100.0,100.0,51.28359791290944,512835.9791290944,5.806924206442354,5843.28549206993,5843.28549206993,59432854.9206993,8.48724165805298,9.961615118348131,-5.076994176662413,160.5641321322143,159.87138115213165,161.51651308459526,159.87138115213165,60,8,18,8.808333291561233,18.039607454357785,-15.873005101034645,44.36234817813765,9,13,69.23076923076923,69.23076923076923,59.08722989341878,590872.2989341879,-5.107889368031704,14128.906585984689,14128.906585984689,142289065.8598469,8.808333291561233,10.759922501321268,-3.876996571879016,6.90728743562642,True,59,14,18,4.672344909132507,7.143741632815787,-19.15674293623453,64.90888554216868,9,11,81.81818181818183,63.63636363636363,32.778063096781665,327780.6309678166,-8.638874910678396,1259.23250018858,1259.23250018858,13592325.0018858,4.672344909132507,7.123069598882478,-3.2049844507781096,0.3960031641980154,False,True,1,1
UP20_SCORE80_NIKKEION_TP4.0_SL1.75_H3,20,80,True,4.0,1.75,3,88,12,31,7.479323605596784,17.506829611673503,-16.11623051349117,42.62864721485411,20,21,95.23809523809524,95.23809523809524,39.4754295495209,394754.29549520905,-3.316792997595319,50580.14870622302,50580.14870622302,506801487.0622302,7.479323605596784,9.184917092502715,-3.322768478140793,37,7,12,6.09003115491392,16.55268161744548,-4.287294928945428,37.12706043956044,9,10,90.0,90.0,26.48644434979351,264864.4434979351,-3.316792997595319,752.7295007760454,752.7295007760454,8527295.007760454,6.09003115491392,7.993980119539751,-2.0697501220539225,51,5,19,8.48724165805298,18.051401262203324,-16.11623051349117,67.00629496402877,11,11,100.0,100.0,51.28359791290944,512835.9791290944,5.806924206442354,5843.28549206993,5843.28549206993,59432854.9206993,8.48724165805298,9.961615118348131,-5.076994176662413,160.5641321322143,159.87138115213165,161.51651308459526,159.87138115213165,60,8,18,8.808333291561233,18.039607454357785,-15.873005101034645,44.36234817813765,9,13,69.23076923076923,69.23076923076923,59.08722989341878,590872.2989341879,-5.107889368031704,14128.906585984689,14128.906585984689,142289065.8598469,8.808333291561233,10.759922501321268,-3.876996571879016,6.90728743562642,True,59,14,18,4.672344909132507,7.143741632815787,-19.15674293623453,64.90888554216868,9,11,81.81818181818183,63.63636363636363,32.778063096781665,327780.6309678166,-8.638874910678396,1259.23250018858,1259.23250018858,13592325.0018858,4.672344909132507,7.123069598882478,-3.2049844507781096,0.3960031641980154,False,True,1,1
UP25_SCORE80_NIKKEION_TP3.5_SL1.0_H5,25,80,True,3.5,1.0,5,88,13,16,7.052529107669925,15.84783414374237,-10.95555828158129,42.62864721485411,20,21,95.23809523809524,95.23809523809524,36.97314246546667,369731.4246546667,-1.9638631207775648,35820.92056314882,35820.92056314882,359209205.6314882,7.052529107669925,8.83228563834212,-3.2152970308235163,37,6,10,5.548145220602146,12.09350052655279,-4.415320189347094,37.12706043956044,9,10,90.0,90.0,23.85861719619492,238586.1719619492,-1.9638631207775648,606.6700914934718,606.6700914934718,7066700.914934717,5.548145220602146,7.218904056267617,-3.0841087636694606,51,7,6,8.14394486887596,18.83023375232413,-10.95555828158129,67.00629496402877,11,11,100.0,100.0,48.89543816480464,488954.3816480464,6.849693686560476,4983.124501170528,4983.124501170528,50831245.01170528,8.14394486887596,9.968986298440068,-3.3277441169555635,160.7189522991716,159.86754039431958,161.67133325155257,159.86754039431958,60,8,10,7.903787943658352,19.67834841873493,-9.640012369410334,44.36234817813765,9,13,69.23076923076923,69.23076923076923,50.59168834152395,505916.88341523946,-4.942767295597483,8668.682404823152,8668.682404823152,87686824.04823151,7.903787943658352,9.6080080877391,-3.173642992866524,5.963157942969816,True,59,14,12,4.64044884817674,8.542059861318258,-11.661270499118316,64.90888554216868,9,11,81.81818181818183,72.72727272727273,31.570842729322425,315708.4272932242,-5.1584112067618815,1257.9745711675178,1257.9745711675178,13579745.711675178,4.64044884817674,6.890839319259564,-2.59294909458948,0.4340841863123899,False,True,1,1
UP20_SCORE80_NIKKEION_TP3.5_SL1.0_H5,20,80,True,3.5,1.0,5,88,13,16,7.052529107669925,15.84783414374237,-10.95555828158129,42.62864721485411,20,21,95.23809523809524,95.23809523809524,36.97314246546667,369731.4246546667,-1.9638631207775648,35820.92056314882,35820.92056314882,359209205.6314882,7.052529107669925,8.83228563834212,-3.2152970308235163,37,6,10,5.548145220602146,12.09350052655279,-4.415320189347094,37.12706043956044,9,10,90.0,90.0,23.85861719619492,238586.1719619492,-1.9638631207775648,606.6700914934718,606.6700914934718,7066700.914934717,5.548145220602146,7.218904056267617,-3.0841087636694606,51,7,6,8.14394486887596,18.83023375232413,-10.95555828158129,67.00629496402877,11,11,100.0,100.0,48.89543816480464,488954.3816480464,6.849693686560476,4983.124501170528,4983.124501170528,50831245.01170528,8.14394486887596,9.968986298440068,-3.3277441169555635,160.7189522991716,159.86754039431958,161.67133325155257,159.86754039431958,60,8,10,7.903787943658352,19.67834841873493,-9.640012369410334,44.36234817813765,9,13,69.23076923076923,69.23076923076923,50.59168834152395,505916.88341523946,-4.942767295597483,8668.682404823152,8668.682404823152,87686824.04823151,7.903787943658352,9.6080080877391,-3.173642992866524,5.963157942969816,True,59,14,12,4.64044884817674,8.542059861318258,-11.661270499118316,64.90888554216868,9,11,81.81818181818183,72.72727272727273,31.570842729322425,315708.4272932242,-5.1584112067618815,1257.9745711675178,1257.9745711675178,13579745.711675178,4.64044884817674,6.890839319259564,-2.59294909458948,0.4340841863123899,False,True,1,1
UP30_SCORE80_NIKKEION_TP3.5_SL1.0_H5,30,80,True,3.5,1.0,5,88,13,16,7.052529107669925,15.84783414374237,-10.95555828158129,42.62864721485411,20,21,95.23809523809524,95.23809523809524,36.97314246546667,369731.4246546667,-1.9638631207775648,35820.92056314882,35820.92056314882,359209205.6314882,7.052529107669925,8.83228563834212,-3.2152970308235163,37,6,10,5.548145220602146,12.09350052655279,-4.415320189347094,37.12706043956044,9,10,90.0,90.0,23.85861719619492,238586.1719619492,-1.9638631207775648,606.6700914934718,606.6700914934718,7066700.914934717,5.548145220602146,7.218904056267617,-3.0841087636694606,51,7,6,8.14394486887596,18.83023375232413,-10.95555828158129,67.00629496402877,11,11,100.0,100.0,48.89543816480464,488954.3816480464,6.849693686560476,4983.124501170528,4983.124501170528,50831245.01170528,8.14394486887596,9.968986298440068,-3.3277441169555635,160.7189522991716,159.86754039431958,161.67133325155257,159.86754039431958,60,8,10,7.903787943658352,19.67834841873493,-9.640012369410334,44.36234817813765,9,13,69.23076923076923,69.23076923076923,50.59168834152395,505916.88341523946,-4.942767295597483,8668.682404823152,8668.682404823152,87686824.04823151,7.903787943658352,9.6080080877391,-3.173642992866524,5.963157942969816,True,59,14,12,4.64044884817674,8.542059861318258,-11.661270499118316,64.90888554216868,9,11,81.81818181818183,72.72727272727273,31.570842729322425,315708.4272932242,-5.1584112067618815,1257.9745711675178,1257.9745711675178,13579745.711675178,4.64044884817674,6.890839319259564,-2.59294909458948,0.4340841863123899,False,True,1,1
UP20_SCORE80_NIKKEION_TP4.0_SL1.75_H1,20,80,True,4.0,1.75,1,88,6,42,7.121619420736327,39.68099707542276,-4.541282812310154,42.62864721485411,20,21,95.23809523809524,90.47619047619048,37.85757480665562,378575.7480665562,-3.316792997595319,39194.49554426148,39194.49554426148,392944955.4426148,7.121619420736327,7.84029668186386,-2.700303148006633,37,4,18,5.932776870384079,17.105590787315542,-4.541282812310154,37.12706043956044,9,10,90.0,90.0,26.36437663893805,263643.7663893805,-3.316792997595319,718.8299498586655,718.8299498586655,8188299.498586656,5.932776870384079,7.064919491253079,-3.407399751785184,51,2,24,7.984113035697763,159.3028604375228,-2.147544556223735,67.00629496402877,11,11,100.0,90.9090909090909,48.30593677730796,483059.36777307966,2.0602169821578364,4698.859097794838,4698.859097794838,47988590.977948375,7.984113035697763,8.362489483703774,-1.2861099404495313,159.9589996108688,159.8637615156307,160.11739184513146,159.8637615156307,60,7,25,8.243182957141007,21.535606888418634,-15.873005101034645,44.36234817813765,9,13,69.23076923076923,69.23076923076923,53.88576825755805,538857.6825755804,-5.107889368031704,10439.906326674063,10439.906326674063,105399063.26674062,8.243182957141007,9.786330822464812,-3.440650880310672,6.57622046746007,True,59,11,22,5.136796927969264,10.99382528474954,-14.349417791072971,64.90888554216868,9,11,81.81818181818183,63.63636363636363,36.5773624249052,365773.624249052,-8.638874910678396,1688.4011737899805,1688.4011737899805,17884011.737899803,5.136796927969264,6.945767624166263,-2.75689338270856,0.510495262181897,False,True,1,1
UP25_SCORE80_NIKKEION_TP4.0_SL1.75_H1,25,80,True,4.0,1.75,1,88,6,42,7.121619420736327,39.68099707542276,-4.541282812310154,42.62864721485411,20,21,95.23809523809524,90.47619047619048,37.85757480665562,378575.7480665562,-3.316792997595319,39194.49554426148,39194.49554426148,392944955.4426148,7.121619420736327,7.84029668186386,-2.700303148006633,37,4,18,5.932776870384079,17.105590787315542,-4.541282812310154,37.12706043956044,9,10,90.0,90.0,26.36437663893805,263643.7663893805,-3.316792997595319,718.8299498586655,718.8299498586655,8188299.498586656,5.932776870384079,7.064919491253079,-3.407399751785184,51,2,24,7.984113035697763,159.3028604375228,-2.147544556223735,67.00629496402877,11,11,100.0,90.9090909090909,48.30593677730796,483059.36777307966,2.0602169821578364,4698.859097794838,4698.859097794838,47988590.977948375,7.984113035697763,8.362489483703774,-1.2861099404495313,159.9589996108688,159.8637615156307,160.11739184513146,159.8637615156307,60,7,25,8.243182957141007,21.535606888418634,-15.873005101034645,44.36234817813765,9,13,69.23076923076923,69.23076923076923,53.88576825755805,538857.6825755804,-5.107889368031704,10439.906326674063,10439.906326674063,105399063.26674062,8.243182957141007,9.786330822464812,-3.440650880310672,6.57622046746007,True,59,11,22,5.136796927969264,10.99382528474954,-14.349417791072971,64.90888554216868,9,11,81.81818181818183,63.63636363636363,36.5773624249052,365773.624249052,-8.638874910678396,1688.4011737899805,1688.4011737899805,17884011.737899803,5.136796927969264,6.945767624166263,-2.75689338270856,0.510495262181897,False,True,1,1
UP30_SCORE80_NIKKEION_TP4.0_SL1.75_H1,30,80,True,4.0,1.75,1,88,6,42,7.121619420736327,39.68099707542276,-4.541282812310154,42.62864721485411,20,21,95.23809523809524,90.47619047619048,37.85757480665562,378575.7480665562,-3.316792997595319,39194.49554426148,39194.49554426148,392944955.4426148,7.121619420736327,7.84029668186386,-2.700303148006633,37,4,18,5.932776870384079,17.105590787315542,-4.541282812310154,37.12706043956044,9,10,90.0,90.0,26.36437663893805,263643.7663893805,-3.316792997595319,718.8299498586655,718.8299498586655,8188299.498586656,5.932776870384079,7.064919491253079,-3.407399751785184,51,2,24,7.984113035697763,159.3028604375228,-2.147544556223735,67.00629496402877,11,11,100.0,90.9090909090909,48.30593677730796,483059.36777307966,2.0602169821578364,4698.859097794838,4698.859097794838,47988590.977948375,7.984113035697763,8.362489483703774,-1.2861099404495313,159.9589996108688,159.8637615156307,160.11739184513146,159.8637615156307,60,7,25,8.243182957141007,21.535606888418634,-15.873005101034645,44.36234817813765,9,13,69.23076923076923,69.23076923076923,53.88576825755805,538857.6825755804,-5.107889368031704,10439.906326674063,10439.906326674063,105399063.26674062,8.243182957141007,9.786330822464812,-3.440650880310672,6.57622046746007,True,59,11,22,5.136796927969264,10.99382528474954,-14.349417791072971,64.90888554216868,9,11,81.81818181818183,63.63636363636363,36.5773624249052,365773.624249052,-8.638874910678396,1688.4011737899805,1688.4011737899805,17884011.737899803,5.136796927969264,6.945767624166263,-2.75689338270856,0.510495262181897,False,True,1,1
UP30_SCORE80_NIKKEION_TP4.0_SL2.0_H3,30,80,True,4.0,2.0,3,88,11,31,7.555761718818458,16.473576365503174,-17.81377402719314,42.62864721485411,20,21,95.23809523809524,95.23809523809524,39.77472415055718,397747.24150557176,-3.7595178381712,53708.39056498409,53708.39056498409,538083905.6498408,7.555761718818458,9.193214454988738,-3.9064074343734982,37,6,12,6.353993013680825,17.162945794944243,-4.706718669355747,37.12706043956044,9,10,90.0,90.0,27.91658190915382,279165.8190915382,-3.7595178381712,835.7038436292697,835.7038436292697,9357038.436292697,6.353993013680825,8.053007019036091,-2.424246013988046,51,5,19,8.427633132349682,16.12081631131683,-17.81377402719313,67.00629496402877,11,11,100.0,100.0,50.55485346092389,505548.5346092389,5.806924206442354,5650.57919568654,5650.57919568654,57505791.95686539,8.427633132349682,9.961615118348131,-5.685001138836041,160.51320582680324,159.85879843991933,161.4655867791842,159.85879843991933,60,8,18,8.750294053856646,16.218640767923695,-17.830139868883432,44.36234817813765,9,13,69.23076923076923,69.23076923076923,58.73291541613654,587329.1541613654,-5.782647747412595,13618.32046745718,13618.32046745718,137183204.67457178,8.750294053856646,10.759922501321268,-4.312290854663395,6.801532418726459,True,59,14,18,4.598953068729722,6.515015805337031,-21.838450532162145,64.90888554216868,9,11,81.81818181818183,63.63636363636363,32.371633059096965,323716.33059096965,-9.756566158588353,1198.9767454538228,1198.9767454538228,12989767.454538228,4.598953068729722,7.123069598882478,-3.5142786353327047,0.4016992483255476,False,True,1,1
UP20_SCORE80_NIKKEION_TP4.0_SL2.0_H3,20,80,True,4.0,2.0,3,88,11,31,7.555761718818458,16.473576365503174,-17.81377402719314,42.62864721485411,20,21,95.23809523809524,95.23809523809524,39.77472415055718,397747.24150557176,-3.7595178381712,53708.39056498409,53708.39056498409,538083905.6498408,7.555761718818458,9.193214454988738,-3.9064074343734982,37,6,12,6.353993013680825,17.162945794944243,-4.706718669355747,37.12706043956044,9,10,90.0,90.0,27.91658190915382,279165.8190915382,-3.7595178381712,835.7038436292697,835.7038436292697,9357038.436292697,6.353993013680825,8.053007019036091,-2.424246013988046,51,5,19,8.427633132349682,16.12081631131683,-17.81377402719313,67.00629496402877,11,11,100.0,100.0,50.55485346092389,505548.5346092389,5.806924206442354,5650.57919568654,5650.57919568654,57505791.95686539,8.427633132349682,9.961615118348131,-5.685001138836041,160.51320582680324,159.85879843991933,161.4655867791842,159.85879843991933,60,8,18,8.750294053856646,16.218640767923695,-17.830139868883432,44.36234817813765,9,13,69.23076923076923,69.23076923076923,58.73291541613654,587329.1541613654,-5.782647747412595,13618.32046745718,13618.32046745718,137183204.67457178,8.750294053856646,10.759922501321268,-4.312290854663395,6.801532418726459,True,59,14,18,4.598953068729722,6.515015805337031,-21.838450532162145,64.90888554216868,9,11,81.81818181818183,63.63636363636363,32.371633059096965,323716.33059096965,-9.756566158588353,1198.9767454538228,1198.9767454538228,12989767.454538228,4.598953068729722,7.123069598882478,-3.5142786353327047,0.4016992483255476,False,True,1,1
UP25_SCORE80_NIKKEION_TP4.0_SL2.0_H3,25,80,True,4.0,2.0,3,88,11,31,7.555761718818458,16.473576365503174,-17.81377402719314,42.62864721485411,20,21,95.23809523809524,95.23809523809524,39.77472415055718,397747.24150557176,-3.7595178381712,53708.39056498409,53708.39056498409,538083905.6498408,7.555761718818458,9.193214454988738,-3.9064074343734982,37,6,12,6.353993013680825,17.162945794944243,-4.706718669355747,37.12706043956044,9,10,90.0,90.0,27.91658190915382,279165.8190915382,-3.7595178381712,835.7038436292697,835.7038436292697,9357038.436292697,6.353993013680825,8.053007019036091,-2.424246013988046,51,5,19,8.427633132349682,16.12081631131683,-17.81377402719313,67.00629496402877,11,11,100.0,100.0,50.55485346092389,505548.5346092389,5.806924206442354,5650.57919568654,5650.57919568654,57505791.95686539,8.427633132349682,9.961615118348131,-5.685001138836041,160.51320582680324,159.85879843991933,161.4655867791842,159.85879843991933,60,8,18,8.750294053856646,16.218640767923695,-17.830139868883432,44.36234817813765,9,13,69.23076923076923,69.23076923076923,58.73291541613654,587329.1541613654,-5.782647747412595,13618.32046745718,13618.32046745718,137183204.67457178,8.750294053856646,10.759922501321268,-4.312290854663395,6.801532418726459,True,59,14,18,4.598953068729722,6.515015805337031,-21.838450532162145,64.90888554216868,9,11,81.81818181818183,63.63636363636363,32.371633059096965,323716.33059096965,-9.756566158588353,1198.9767454538228,1198.9767454538228,12989767.454538228,4.598953068729722,7.123069598882478,-3.5142786353327047,0.4016992483255476,False,True,1,1
UP25_SCORE80_NIKKEION_TP4.0_SL1.0_H5,25,80,True,4.0,1.0,5,88,13,29,7.219483333365999,16.199326298526433,-10.95555828158129,42.62864721485411,20,21,95.23809523809524,90.47619047619048,38.12459195508883,381245.9195508883,-1.9638631207775648,40886.460587327805,40886.460587327805,409864605.873278,7.219483333365999,9.02817859649218,-3.2152970308235163,37,6,13,5.9879523148669165,12.972893555720535,-4.415320189347105,37.12706043956044,9,10,90.0,90.0,25.82988512090388,258298.8512090388,-1.9638631207775648,720.7941584575912,720.7941584575912,8207941.584575911,5.9879523148669165,7.743835104261054,-3.0841087636694606,51,7,16,8.112947013453569,18.762367501152134,-10.95555828158128,67.00629496402877,11,11,100.0,90.9090909090909,49.301598167984245,493015.98167984246,2.0602169821578364,4893.5127053472415,4893.5127053472415,49935127.053472415,8.112947013453569,9.933056966018658,-3.3277441169555635,159.76657134679067,159.86754039431958,159.85315143337075,159.85315143337075,60,9,15,8.323872933515705,18.6311134157016,-9.640012369410334,44.36234817813765,9,13,69.23076923076923,69.23076923076923,54.22743942132787,542274.3942132788,-4.942767295597483,10669.99342832188,10669.99342832188,107699934.2832188,8.323872933515705,10.34821841738219,-3.1474181417277105,6.093454513270111,True,59,14,15,5.078790530599481,9.254490774082702,-11.661270499118316,64.90888554216868,9,11,81.81818181818183,63.63636363636363,35.6619049711968,356619.049711968,-5.1584112067618815,1620.558239500527,1620.558239500527,17205582.39500527,5.078790530599481,7.465553969547159,-2.59294909458948,0.4967223679870557,False,True,1,1
UP20_SCORE80_NIKKEION_TP4.0_SL1.0_H5,20,80,True,4.0,1.0,5,88,13,29,7.219483333365999,16.199326298526433,-10.95555828158129,42.62864721485411,20,21,95.23809523809524,90.47619047619048,38.12459195508883,381245.9195508883,-1.9638631207775648,40886.460587327805,40886.460587327805,409864605.873278,7.219483333365999,9.02817859649218,-3.2152970308235163,37,6,13,5.9879523148669165,12.972893555720535,-4.415320189347105,37.12706043956044,9,10,90.0,90.0,25.82988512090388,258298.8512090388,-1.9638631207775648,720.7941584575912,720.7941584575912,8207941.584575911,5.9879523148669165,7.743835104261054,-3.0841087636694606,51,7,16,8.112947013453569,18.762367501152134,-10.95555828158128,67.00629496402877,11,11,100.0,90.9090909090909,49.301598167984245,493015.98167984246,2.0602169821578364,4893.5127053472415,4893.5127053472415,49935127.053472415,8.112947013453569,9.933056966018658,-3.3277441169555635,159.76657134679067,159.86754039431958,159.85315143337075,159.85315143337075,60,9,15,8.323872933515705,18.6311134157016,-9.640012369410334,44.36234817813765,9,13,69.23076923076923,69.23076923076923,54.22743942132787,542274.3942132788,-4.942767295597483,10669.99342832188,10669.99342832188,107699934.2832188,8.323872933515705,10.34821841738219,-3.1474181417277105,6.093454513270111,True,59,14,15,5.078790530599481,9.254490774082702,-11.661270499118316,64.90888554216868,9,11,81.81818181818183,63.63636363636363,35.6619049711968,356619.049711968,-5.1584112067618815,1620.558239500527,1620.558239500527,17205582.39500527,5.078790530599481,7.465553969547159,-2.59294909458948,0.4967223679870557,False,True,1,1
UP20_SCORE80_NIKKEION_TP3.5_SL1.0_H3,20,80,True,3.5,1.0,3,125,19,26,7.669521074689034,19.52890296044499,-10.9555582815813,46.635597548518895,24,27,88.88888888888889,88.88888888888889,47.97583718903123,479758.3718903123,-3.024416003788444,862598.4723511382,862598.4723511382,8626984723.511383,7.669521074689034,9.532362148422838,-2.7231712314048107,41,7,13,5.948899661634315,14.968710314862111,-4.243855532902452,30.813271604938272,11,12,91.66666666666666,91.66666666666666,23.181124696541517,231811.24696541516,-1.9638631207775648,921.7914717783802,921.7914717783802,10217914.717783803,5.948899661634315,7.687226123748858,-2.494400297207748,84,12,13,8.509348192965742,21.85171205382012,-10.9555582815813,63.39049586776859,14,16,87.5,87.5,62.97259531227026,629725.9531227027,-3.024416003788444,84329.99341633302,84329.99341633302,844299934.1633301,8.509348192965742,10.40367638229666,-2.8566209430197635,159.44911102933034,160.20601766734626,159.17133325155257,159.17133325155257,94,20,21,5.388630907242528,11.362813511718956,-11.661270499118324,53.39580093312597,14,18,77.77777777777779,72.22222222222221,35.7273147254684,357273.14725468407,-5.1584112067618815,12315.4294652257,12315.4294652257,124154294.652257,5.388630907242528,7.50555424235201,-2.4439854326625605,2.844130255829836,True,46,27,7,1.2612989098874263,1.8173498385461364,-27.35812065784161,51.22408536585365,4,11,36.36363636363637,27.27272727272727,7.705467465431601,77054.67465431601,-15.812971112154662,67.74739453224825,67.74739453224825,1677473.9453224826,1.2612989098874263,6.789734724188662,-2.6290818483245544,0.1599383670841579,False,False,2,2
